country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Indonesia,justified,0.11330577977292125,0.02466506465000351,1.099177934128673e-06,13,8.793423473029384e-06,True
Canada,justified,0.06041094316886021,0.04140288550453942,0.014358214761402087,13,0.020884676016584853,True
Venezuela,justified,0.05414581734420024,0.04849734479053885,0.04915913125063539,13,0.06050354615462817,False
Japan,justified,0.04096145703628354,0.028825782525419542,0.016491834453111566,13,0.021989112604148753,True
France,justified,0.013570692613896342,0.03550810454462799,0.46823670273939333,13,0.5351276602735924,False
Australia,justified,-0.014586604201765604,0.042879636425943286,0.5175504338409135,13,0.5520537960969744,False
America,justified,-0.09279541243481766,0.03880857584143315,0.0005262981255782949,13,0.0009356411121391908,True
China,justified,-0.17501267329957831,0.06821573603007289,0.0002948989286083589,13,0.0005897978572167178,True
America,unjustified,0.17364926798506006,0.05883206282151579,8.672274943365778e-05,13,0.00023126066515642075,True
China,unjustified,0.17340397733848004,0.06383754764965044,0.00018110884748567168,13,0.00041396307996724956,True
Venezuela,unjustified,0.1321972292301614,0.03678470443139397,1.3490499302673772e-05,13,5.396199721069509e-05,True
Japan,unjustified,0.09677729247676911,0.05179673730170057,0.0032538246446563654,13,0.005206119431450185,True
Indonesia,unjustified,-0.008421637423430078,0.03636385721668547,0.6579842167747222,13,0.6579842167747222,False
France,unjustified,-0.11415611985634205,0.034536574668121156,3.0305287092519132e-05,13,9.697691869606123e-05,True
Australia,unjustified,-0.19236492630277532,0.04784020036094383,4.381133230779043e-06,13,2.336604389748823e-05,True
Canada,unjustified,-0.26108508344792314,0.055870563594259466,9.171635908088845e-07,13,8.793423473029384e-06,True
