country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Indonesia,justified,0.767791730392196,0.10285166659528841,5.16349804293384e-09,13,7.381054999977785e-08,True
Canada,justified,0.6075475886590829,0.08564502086725359,9.22631874997223e-09,13,7.381054999977785e-08,True
Australia,justified,0.25161074020635205,0.07743390631724505,3.5637128206571144e-05,13,0.00011403881026102766,True
Venezuela,justified,-0.08626455528255163,0.10940733428196263,0.14820199543117354,13,0.19760266057489806,False
France,justified,-0.1597780928226243,0.05963295175762477,0.000203881160471681,13,0.0005436830945911494,True
Japan,justified,-0.24504104378661953,0.1425657905560922,0.005582235452018498,13,0.008119615202935996,True
America,justified,-0.2960226176718902,0.12758737574706666,0.0006690661375705989,13,0.0015292940287327974,True
China,justified,-0.8398437496939452,0.13448396138000543,3.876962869872628e-08,13,2.067713530598735e-07,True
China,unjustified,0.15981897640211118,0.04789912540881637,2.770823334349083e-05,13,0.00011083293337396332,True
America,unjustified,0.08211505760047398,0.045206388498637215,0.0039221245822663444,13,0.006275399331626151,True
Venezuela,unjustified,0.019367723272989582,0.05587203180320603,0.5097634846527692,13,0.5349618579689969,False
Australia,unjustified,-0.012468930109672557,0.03825840381666262,0.5349618579689969,13,0.5349618579689969,False
France,unjustified,-0.02738054220290287,0.03871523015522806,0.19091227544562941,13,0.23496895439462082,False
Japan,unjustified,-0.043103660717567556,0.06870020431275324,0.24236122530757911,13,0.2769842574943761,False
Indonesia,unjustified,-0.08130355605057307,0.03878340876711591,0.0014492619279702875,13,0.002898523855940575,True
Canada,unjustified,-0.0970450681948587,0.05062171201869439,0.0027336135179137646,13,0.004859757365180026,True
