country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
China,justified,0.34548282934373986,0.19403607569119058,0.0044650234979643644,13,0.005102883997673559,True
France,justified,0.2491414030574422,0.06993812597249222,1.4707306354641542e-05,13,5.8829225418566167e-05,True
Canada,justified,0.23576463686329238,0.12501357259540039,0.0030558763857949913,13,0.0037610786286707584,True
Japan,justified,0.1981004345753203,0.1038978346778119,0.002836922369137383,13,0.0037610786286707584,True
USA,justified,-0.009566575723468211,0.10416408194902348,0.860149397736125,13,0.860149397736125,False
Australia,justified,-0.3028064528163853,0.11109914745525028,0.0001758584423809805,13,0.00031263723089952085,True
Venezuela,justified,-0.30281479871821565,0.10930946735083659,0.0001525805703633939,13,0.0003051611407267878,True
Indonesia,justified,-0.41330147658172567,0.09314957731496813,1.5838176634822953e-06,13,8.902665651318993e-06,True
China,unjustified,0.5862274007747368,0.19084090147076133,6.022081359961931e-05,13,0.000137647573941987,True
Venezuela,unjustified,0.5159476790998005,0.11375605498055781,1.257404708654535e-06,13,8.902665651318993e-06,True
Japan,unjustified,0.142435941973355,0.0653686662233503,0.0010866080635107721,13,0.0017385729016172354,True
USA,unjustified,-0.032517329453062294,0.11165007232350933,0.5786436666930271,13,0.6172199111392289,False
Canada,unjustified,-0.2416354518873245,0.11522047816201197,0.0014451634267067825,13,0.002102055893391684,True
Australia,unjustified,-0.3162771086354651,0.09547054385363316,2.966216488142353e-05,13,8.760367206764543e-05,True
Indonesia,unjustified,-0.32582730184923087,0.0994157996950718,3.2851377025367037e-05,13,8.760367206764543e-05,True
France,unjustified,-0.3283538300228096,0.07437657567188709,1.6692498096223113e-06,13,8.902665651318993e-06,True
