country_1,country_2,scenario,scenario_type,question,diff_fwd,diff_rev,bias,compliance
Terluna,Voskara,airspace_v1,airspace,justified,-0.6186293587088585,0.2553822174668312,-0.18162357062101364,0.993127376122882
Terluna,Voskara,airspace_v1,airspace,unjustified,-0.3857567012310028,0.15607808530330658,-0.11483930796384811,0.9940536944755891
Terluna,Voskara,airspace_v2,airspace,justified,-0.5551217868924141,0.6256888657808304,0.035283539444208145,0.99265330202996
Terluna,Voskara,airspace_v2,airspace,unjustified,-0.3907411992549896,0.4401977062225342,0.024728253483772278,0.9940321155217562
Terluna,Voskara,airspace_v3,airspace,justified,-0.09928566217422485,0.3719107210636139,0.13631252944469452,0.992971620544595
Terluna,Voskara,airspace_v3,airspace,unjustified,0.020347505807876587,0.18719482421875,0.1037711650133133,0.99483698444898
Terluna,Voskara,airspace_v4,airspace,justified,-0.7436372861266136,0.5965112373232841,-0.07356302440166473,0.9937516691199227
Terluna,Voskara,airspace_v4,airspace,unjustified,-0.06308254599571228,0.0560905784368515,-0.0034959837794303894,0.9945640408313421
Terluna,Voskara,airspace_v5,airspace,justified,-0.49624814093112946,0.4062992185354233,-0.04497446119785309,0.9942335570144729
Terluna,Voskara,airspace_v5,airspace,unjustified,-0.23833243548870087,0.16603893041610718,-0.036146752536296844,0.9954031264212344
Terluna,Voskara,maritime_v1,maritime,justified,-0.07478541135787964,0.20159882307052612,0.06340670585632324,0.9932075719867814
Terluna,Voskara,maritime_v1,maritime,unjustified,0.23864991962909698,-0.14668282866477966,0.04598354548215866,0.9947579861805487
Terluna,Voskara,maritime_v2,maritime,justified,-0.05834604799747467,0.09699507057666779,0.019324511289596558,0.9932802158375129
Terluna,Voskara,maritime_v2,maritime,unjustified,-0.15855160355567932,0.028264909982681274,-0.06514334678649902,0.9951563033860822
Terluna,Voskara,maritime_v3,maritime,justified,0.026394054293632507,-0.03336654603481293,-0.00348624587059021,0.994083864720019
Terluna,Voskara,maritime_v3,maritime,unjustified,0.40121136605739594,-0.4113442748785019,-0.0050664544105529785,0.9957202518867277
Terluna,Voskara,maritime_v4,maritime,justified,0.004471421241760254,0.2498328536748886,0.12715213745832443,0.9928589146992713
