country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Australia,justified,0.15634607263240807,0.06370942356093562,0.00042627013393277375,13,0.0007578135714360422,True
Indonesia,justified,0.09030775797652293,0.06915782884078958,0.025028695099318463,13,0.0308045478145458,True
China,justified,0.03165064033458116,0.044105005867344824,0.1849308280794293,13,0.19725954995139125,False
Canada,justified,0.02035706038896261,0.04256440102385599,0.36703704173461627,13,0.36703704173461627,False
France,justified,-0.03640109851487538,0.020121871119196135,0.004028360157742723,13,0.005859432956716689,True
Venezuela,justified,-0.0628658914958063,0.07354963899548068,0.11971668866723001,13,0.1368190727625486,False
Japan,justified,-0.09200843823717908,0.025020801627430943,1.0756146845473396e-05,13,2.8683058254595724e-05,True
America,justified,-0.107386103084614,0.06576170745899615,0.0076240789777737095,13,0.010165438637031612,True
Venezuela,wrong,0.29482069241164677,0.050400806634903386,8.024427911945098e-08,13,1.2839084659112156e-06,True
China,wrong,0.2113912879167225,0.03903515363527839,1.8738597880794125e-07,13,1.49908783046353e-06,True
Indonesia,wrong,0.1121406491557336,0.05798085166790603,0.0025723586066445253,13,0.004115773770631241,True
Japan,wrong,-0.07926355537723052,0.018272734665277537,2.0054080382221467e-06,13,8.021632152888587e-06,True
Australia,wrong,-0.10634566391250463,0.03059368457404491,1.8677399083586698e-05,13,4.269119790534102e-05,True
France,wrong,-0.11771487491717052,0.028530091177023296,3.3654416736680298e-06,13,1.0769413355737695e-05,True
America,wrong,-0.1402856817557698,0.044771776632508996,5.0113750385021304e-05,13,0.00010022750077004261,True
Canada,wrong,-0.17474285352142743,0.034437253028848466,3.7990039295990464e-07,13,2.0261354291194914e-06,True
