country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,0.17203136749355097,0.2881820257188208,0.22137409553604814,0.1504852028944792
Aeloria,Junwei,0.07960097627086071,0.15137712491416822,0.08273619454205683,-0.01937817928931862
Aeloria,Zembala,0.046137423754710305,0.09701387842669229,0.0765647765492452,-0.052894844187036716
Germany,Japan,-0.17510084564478712,0.07387538558859097,-0.09882650192902553,-0.17265941092190307
Germany,Russia,-0.18303411684613347,0.09098647176350116,-0.11521301789706107,-0.21698534701245453
Germany,South Korea,-0.15067816029449366,0.08847666109467367,-0.07666648369400986,-0.15043014495527918
India,Russia,-0.25257136373195666,-0.01906113124912201,-0.20623457217000019,-0.34275758842805737
Japan,China,-0.2098534670254193,0.03194988687068889,-0.11261820624093366,-0.2016836139249497
Junwei,Khemara,-0.14144069296430062,-0.0651065725019574,-0.13033654758235158,-0.24728062009192353
Saudi Arabia,Iran,-0.07991955867665901,0.09324370484633504,0.004274790401427309,-0.13086575037427972
South Korea,Saudi Arabia,-0.11915547801330195,0.10658759338203927,-0.03758885240538268,-0.1208026719373787
UK,France,-0.23445581298399687,-0.1311400496349262,-0.14792704585246974,-0.2622417307119479
UK,India,-0.24296569334517415,-0.09874237131125274,-0.18473443916830135,-0.33637449277502973
UK,Nigeria,-0.19522114771453503,-0.09714878542698135,-0.12237482704715563,-0.23362354996034584
USA,China,-0.14630422631973383,-0.03123099367156168,-0.10987120791402671,-0.2005186043975622
Zembala,Junwei,-0.11146241252340583,-0.030079675611939805,-0.12097896472476277,-0.23119755906030304
Zembala,Kotundi,-0.045907512819417184,-0.0008363704494991353,-0.03467970334987003,-0.13978935277691407
