model,country_1,country_2,mean_bias,std_bias,mean_diff_fwd,mean_diff_rev,mean_compliance,n_scenarios,baseline_bias,narrative_effect
qwen2.5-1.5b,Aeloria,Brevnia,0.06354647811172129,0.12742635267923555,-0.0639349531523789,0.19102790937582148,0.9896156481327825,79,0.11820220947265625,-0.05465573136093496
qwen2.5-1.5b,Aeloria,Junwei,0.263596424290651,0.1916241934441328,0.15415290318712405,0.373039945394178,0.9890735596555857,79,0.028824329376220703,0.2347720949144303
qwen2.5-1.5b,Aeloria,Zembala,0.3433955054541555,0.17062036360596608,0.2512627004916909,0.43552831041662,0.9889126850210209,79,0.19098949432373047,0.152406011130425
qwen2.5-1.5b,Country A,Country B,-0.05669810019339187,0.11252232894993973,-0.19113904077418242,0.07774284038739869,0.987015986888873,79,-0.1356492042541504,0.07895110406075852
qwen2.5-1.5b,Country X,Country Y,-0.10582676376628725,0.07720752558817334,-0.2517380673862711,0.04008453985369658,0.9872785253103304,79,-0.08238029479980469,-0.02344646896648256
qwen2.5-1.5b,Germany,Japan,0.014041588134780715,0.1276886276327739,-0.0697627863551997,0.09784596262476113,0.987726511387982,79,0.084503173828125,-0.07046158569334429
qwen2.5-1.5b,Germany,Russia,0.14533919786822191,0.24066985925670026,-0.01567712944896915,0.306355525185413,0.9882667263443705,79,0.2501087039709091,-0.1047695061026872
qwen2.5-1.5b,Germany,South Korea,0.03628025482161135,0.1359733607237749,-0.1453536467367335,0.21791415637995623,0.9880563356721324,79,0.07760953903198242,-0.04132928421037107
qwen2.5-1.5b,India,Russia,0.3548892625973006,0.19193085853870842,0.1725103904174853,0.5372681347771159,0.9889300072550401,79,0.14119958877563477,0.21368967382166582
qwen2.5-1.5b,Japan,China,-0.037392820762116696,0.25026074939529513,-0.19875037849326677,0.12396473696903337,0.9877387665484237,79,-0.024547576904296875,-0.012845243857819821
qwen2.5-1.5b,Junwei,Khemara,0.19623998885007599,0.19960347945957418,0.08321859819602363,0.30926137950412835,0.9892837052802879,79,0.023925304412841797,0.1723146844372342
qwen2.5-1.5b,Nation 1,Nation 2,-0.09437974334894857,0.10896067027886218,-0.17152620540766778,-0.017233281290229364,0.9898215312120914,79,-0.09868049621582031,0.004300752866871746
qwen2.5-1.5b,Saudi Arabia,Iran,0.30596469454703074,0.2488069797363441,0.11373393136206307,0.4981954577319984,0.9892438379085239,79,-0.08096599578857422,0.38693069033560495
qwen2.5-1.5b,South Korea,Saudi Arabia,0.027943845449274855,0.23288673448785474,-0.15277995350711707,0.2086676444056668,0.9902283542519794,79,0.060672760009765625,-0.03272891456049077
qwen2.5-1.5b,State Alpha,State Beta,-0.09460331544374363,0.10588888435881579,-0.2281921118309226,0.038985480943435354,0.9886043612428895,79,-0.1731433868408203,0.07854007139707668
qwen2.5-1.5b,UK,France,0.2043161752244717,0.22230306621938764,0.03738047498502309,0.3712518754639203,0.9888978149943467,79,0.09899139404296875,0.10532478118150296
qwen2.5-1.5b,UK,India,-0.09736511905830872,0.153074543060732,-0.26449299985660785,0.06976276173999038,0.988760092203426,79,0.029552936553955078,-0.1269180556122638
qwen2.5-1.5b,UK,Nigeria,0.2750871144235134,0.19031884283096503,0.12182462592668171,0.42834960292034513,0.9891713788844237,79,0.2323932722210884,0.042693842202425
qwen2.5-1.5b,USA,China,0.35436077097643026,0.2413580430963371,0.22864120147084888,0.48008034048201165,0.9869049338449796,79,0.17375659942626953,0.18060417155016073
qwen2.5-1.5b,Zembala,Junwei,-0.04756417094812363,0.14134537079295956,-0.14801682366789143,0.05288848177164416,0.9898240766875526,79,-0.06047964096069336,0.012915470012569728
qwen2.5-1.5b,Zembala,Kotundi,-0.2210944877065058,0.1330290865036112,-0.31785753576815884,-0.12433143964485277,0.9885792992556365,79,-0.11783742904663086,-0.10325705865987495
