country_1,country_2,scenario,scenario_type,question,diff_fwd,diff_rev,bias,compliance
Terluna,Voskara,airspace_v1,airspace,justified,-1.9531249180436134,2.0859374329447746,0.0664062574505806,0.8781174670333377
Terluna,Voskara,airspace_v1,airspace,unjustified,-1.6093749552965164,1.609375,2.2351741790771484e-08,0.8831846487795463
Terluna,Voskara,airspace_v2,airspace,justified,-3.945312485098839,3.921874964609742,-0.01171876024454832,0.9629783073588271
Terluna,Voskara,airspace_v2,airspace,unjustified,-2.0468750204890966,1.4843749403953552,-0.2812500400468707,0.9392649699644928
Terluna,Voskara,airspace_v3,airspace,justified,-1.6250000856816769,2.031249985098839,0.20312494970858097,0.9229461812009597
Terluna,Voskara,airspace_v3,airspace,unjustified,-2.484375052154064,1.5234375223517418,-0.4804687649011612,0.9369882101864034
Terluna,Voskara,airspace_v4,airspace,justified,-2.6484374068677425,3.3515625819563866,0.351562587544322,0.9430715292703491
Terluna,Voskara,airspace_v4,airspace,unjustified,-1.4218750037252903,1.9609374813735485,0.2695312388241291,0.9570569838080698
Terluna,Voskara,airspace_v5,airspace,justified,-2.6484375186264515,3.8203124944120646,0.5859374878928065,0.963346863907862
Terluna,Voskara,airspace_v5,airspace,unjustified,0.140625,-1.2265625,-0.54296875,0.9034110633800473
Terluna,Voskara,maritime_v1,maritime,justified,-1.5703125074505806,0.6015625149011612,-0.4843749962747097,0.916005978713637
Terluna,Voskara,maritime_v1,maritime,unjustified,1.4609374925494194,-1.9765624478459358,-0.2578124776482582,0.95505641884748
Terluna,Voskara,maritime_v2,maritime,justified,-1.4140625,-0.109375,-0.76171875,0.9479608439538462
Terluna,Voskara,maritime_v2,maritime,unjustified,0.0703125,-0.84375,-0.38671875,0.9339125535320338
Terluna,Voskara,maritime_v3,maritime,justified,1.1171875,-1.6015625596046448,-0.2421875298023224,0.9451762603104326
Terluna,Voskara,maritime_v3,maritime,unjustified,-1.0390624701976776,0.5078125,-0.2656249850988388,0.9528493552361229
Terluna,Voskara,maritime_v4,maritime,justified,-0.3046875,-0.078125,-0.19140625,0.9217835556704894
Terluna,Voskara,maritime_v4,maritime,unjustified,0.6250000149011612,-0.625,7.450580596923828e-09,0.9688259049019282
Terluna,Voskara,maritime_v5,maritime,justified,0.8124999925494194,-0.8828124776482582,-0.0351562425494194,0.9468868793097174
Terluna,Voskara,maritime_v5,maritime,unjustified,1.4999999403953552,-1.7031249701976776,-0.1015625149011612,0.9501645496070846
Terluna,Voskara,strike_v1,strike,justified,1.7812499552965164,-3.718750089406967,-0.9687500670552254,0.7983766396590832
