country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
France,1.4168820461766969,0.1881363632906131,4.669222874257443e-09,13,4.202300586831699e-08,True
United Kingdom,0.7114851450644661,0.22851638943221947,5.316222579342422e-05,13,0.00011961500803520449,True
China,0.13226274884082062,0.2388297383800186,0.2990520832532979,13,0.4367712584042803,False
Canada,0.08516306275126828,0.1678790102951689,0.3397109787588847,13,0.4367712584042803,False
United States,0.08004568933237627,0.24110951770467748,0.5275042317947559,13,0.5934422607691004,False
Indonesia,0.07323312825962101,0.27716484580326667,0.6139590569830322,13,0.6139590569830322,False
Australia,-0.10655179092577366,0.20128650938875922,0.3199426466115166,13,0.4367712584042803,False
Japan,-0.4476202583290292,0.14321895907629842,5.130775791812774e-05,13,0.00011961500803520449,True
Venezuela,-1.9448997711704468,0.34238585876889804,1.1093633166402247e-07,13,4.992134924881011e-07,True
