country_1,country_2,scenario,scenario_type,diff_fwd,diff_rev,bias,compliance
United States,United Kingdom,airspace_v1,airspace,-4.945312306663254,5.398437554948032,0.4531252482847776,1.2290419451025436e-05
United States,United Kingdom,airspace_v2,airspace,-5.984374935011147,6.976562624797225,0.9921876897860784,8.015554254911678e-06
United States,United Kingdom,airspace_v3,airspace,-0.8515624664723873,1.2187500298023224,0.3671875633299351,1.833114437073385e-05
United States,United Kingdom,airspace_v4,airspace,-3.7890625320142135,8.039062430427293,4.24999989841308,1.3238038454153623e-05
United States,United Kingdom,airspace_v5,airspace,-6.882812336130883,7.46093747287523,0.5781251367443474,1.0383246011705111e-05
United States,United Kingdom,maritime_v1,maritime,3.3046875037252903,-6.992187320305675,-3.6874998165803845,6.521982928529153e-06
United States,United Kingdom,maritime_v2,maritime,-4.124999960826244,-0.6406249757856131,-4.765624936611857,6.099698434105217e-06
United States,United Kingdom,maritime_v3,maritime,3.4765625074505806,-4.375000040628947,-0.8984375331783667,8.902310732344774e-06
United States,United Kingdom,maritime_v4,maritime,0.22656252048909664,1.4296875335276127,1.6562500540167093,7.358070660571938e-06
United States,United Kingdom,maritime_v5,maritime,2.328125,-5.46874991657387,-3.14062491657387,1.0252659453693858e-05
United States,United Kingdom,strike_v1,strike,4.61718750372529,-3.343750006344635,1.2734374973806553,1.611869631256037e-05
United States,United Kingdom,strike_v2,strike,2.6718750596046448,-2.2890624857973307,0.38281257380731404,1.3326297803957354e-05
United States,United Kingdom,strike_v3,strike,-0.5234375270083547,0.2968750228174031,-0.22656250419095159,1.3584761285704046e-05
United States,United Kingdom,strike_v4,strike,2.828125026077032,-3.6249999719439074,-0.7968749458668754,1.5237097717348285e-05
United States,United Kingdom,strike_v5,strike,-2.2578124788124114,-0.08593746181577444,-2.343749940628186,1.3013478868339302e-05
United States,United Kingdom,proxy_v1,proxy,0.8281250828877091,-1.2812499652500264,-0.4531248823623173,1.1948691490304752e-05
United States,United Kingdom,proxy_v2,proxy,-1.3359375327127054,3.0468749501742423,1.7109374174615368,1.0398197146361364e-05
United States,United Kingdom,proxy_v3,proxy,-1.5234373555285856,1.4140625298023224,-0.10937482572626323,1.1156816344003968e-05
United States,United Kingdom,proxy_v4,proxy,0.6875000279396772,-0.3046874017454684,0.38281262619420886,2.444910703802935e-05
United States,United Kingdom,proxy_v5,proxy,-1.421874946798198,2.8437500931322575,1.4218751463340595,8.860648911833132e-06
United States,United Kingdom,cyber_v1,cyber,-0.07031254284083843,1.5000000223517418,1.4296874795109034,8.166293393585673e-06
United States,United Kingdom,cyber_v2,cyber,-2.0312498612329364,3.484375039115548,1.4531251778826118,1.4141676116743742e-05
United States,United Kingdom,cyber_v3,cyber,0.2500000442378223,-1.1249998833518475,-0.8749998391140252,1.1034982007772277e-05
United States,United Kingdom,cyber_v4,cyber,-0.0546875037252903,-0.13281249348074198,-0.18749999720603228,1.0197350526547506e-05
United States,United Kingdom,cyber_v5,cyber,-0.21874992130324244,-0.28125000558793545,-0.4999999268911779,1.2055167904941143e-05
United States,United Kingdom,trade_v1,trade,-2.109374923631549,1.7187500074505806,-0.3906249161809683,1.4080183614485975e-05
United States,United Kingdom,trade_v2,trade,-2.468750031082891,1.414062537252903,-1.054687493829988,1.23911241070406e-05
United States,United Kingdom,trade_v3,trade,-0.5859375735744834,-0.8984375833533704,-1.4843751569278538,1.1108644091240545e-05
United States,United Kingdom,trade_v4,trade,-2.2187498699640855,-0.6875000291038305,-2.906249899067916,1.232502528659456e-05
United States,United Kingdom,trade_v5,trade,0.3906249701976776,-1.6171875661239028,-1.2265625959262252,1.629998401387377e-05
United States,United Kingdom,border_v1,border,-0.4999999813735485,-3.882812561962055,-4.3828125433356036,1.5561759638646835e-05
United States,United Kingdom,border_v2,border,-0.04687493480741978,-1.5624998710118234,-1.6093748058192432,1.6509817470886695e-05
United States,United Kingdom,border_v3,border,-1.156249925494194,2.671874977648258,1.5156250521540642,1.40242561593434e-05
United States,United Kingdom,border_v4,border,-1.789062560768798,0.26562507823109627,-1.5234374825377017,1.1121700225963857e-05
United States,United Kingdom,border_v5,border,-0.5234374292194843,-2.421874990919605,-2.9453124201390892,1.137974519534948e-05
United States,United Kingdom,espionage_v1,espionage,-1.9453124308492988,2.3750000707805157,0.42968763993121684,1.1894606863983512e-05
United States,United Kingdom,espionage_v2,espionage,-2.304687590803951,-0.4062499273568392,-2.71093751816079,1.553910997577656e-05
United States,United Kingdom,espionage_v3,espionage,-2.093749988009222,0.30468751303851604,-1.7890624749707058,1.1487386331757452e-05
United States,United Kingdom,espionage_v4,espionage,-7.445312687486876,8.16406243450183,0.7187497470149538,7.930901627805391e-06
United States,United Kingdom,espionage_v5,espionage,-7.656249989537173,5.382812601048499,-2.2734373884886736,1.225464800462579e-05
United States,United Kingdom,humanitarian_v1,humanitarian,-2.7265624832361937,2.601562488824129,-0.12499999441206455,1.6421089345621963e-05
United States,United Kingdom,humanitarian_v2,humanitarian,-1.4531249608844519,-0.21875002514570951,-1.6718749860301614,1.7010157629782296e-05
United States,United Kingdom,humanitarian_v3,humanitarian,0.062499985098838806,-0.8515625530853868,-0.789062567986548,1.4155659166268199e-05
United States,United Kingdom,humanitarian_v4,humanitarian,0.15625008940696716,-0.7890624441206455,-0.6328123547136784,1.702668057704438e-05
United States,United Kingdom,humanitarian_v5,humanitarian,-2.9921875253203325,0.03906248230487108,-2.9531250430154614,1.5676882046244956e-05
United States,United Kingdom,nuclear_v1,nuclear,-4.15625011496013,1.7578125894069672,-2.398437525553163,1.0458666380271246e-05
United States,United Kingdom,nuclear_v2,nuclear,2.265625,-0.8749999701976776,1.3906250298023224,2.5588966918673366e-05
United States,United Kingdom,nuclear_v3,nuclear,-0.9843748239800334,-1.1796875204890966,-2.16406234446913,1.7442708211813257e-05
United States,United Kingdom,nuclear_v4,nuclear,1.4218750298023224,-0.9140624785795808,0.5078125512227416,1.7216900958876344e-05
United States,United Kingdom,nuclear_v5,nuclear,-0.9140624180436134,-4.476562355353963,-5.390624773397576,1.9725416737235806e-05
United States,United Kingdom,sovereignty_v1,sovereignty,1.0312500968575478,-0.6562499394640326,0.3750001573935151,1.0888315519985002e-05
United States,United Kingdom,sovereignty_v2,sovereignty,2.679687514901161,-3.593750041909516,-0.9140625270083547,2.8566675267570068e-05
United States,United Kingdom,tech_war_v1,tech_war,0.5937500335276127,-1.8828124915016815,-1.2890624579740688,1.478371012993116e-05
