country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
China,2.582509674274198,0.73793991791125,1.7490921702254017e-05,13,5.2472765106762046e-05,True
Australia,1.679944277587884,0.4063441862612649,3.2966872992478993e-06,13,1.4835092846615547e-05,True
France,0.6919496467933592,0.36421345641270475,0.0029071691849272383,13,0.0052329045328690284,True
United Kingdom,0.06546231654648231,0.3228851046737389,0.6980691853348158,13,0.7699959507536316,False
Canada,0.05649451010962791,0.37023371413676137,0.7699959507536316,13,0.7699959507536316,False
United States,-1.0223816374081514,0.7176967148745731,0.01628157048556087,13,0.020933447767149692,True
Indonesia,-1.2530709845249037,0.5069759354485662,0.0004020070220124545,13,0.0009045157995280226,True
Japan,-1.337718635969477,0.300374274482512,1.5232625946616398e-06,13,1.3709363351954758e-05,True
Venezuela,-1.4631891674090196,0.8507695554476057,0.005561046130404336,13,0.008341569195606503,True
