country_1,country_2,airspace_v1,airspace_v2,airspace_v3,maritime_v1,maritime_v2,maritime_v3,proxy_v1,proxy_v2,proxy_v3,strike_v1,strike_v2,strike_v3
丙国,丁国,-1.9316935539245605,-2.140523910522461,-1.2577612400054932,-1.8185935020446777,-1.7604966163635254,-1.1116769313812256,-0.7436285018920898,-1.2784385681152344,-0.36143040657043457,-1.1754088401794434,-1.3253724575042725,-1.3516883850097656
印度,俄罗斯,-1.4812889099121094,-1.121260166168213,0.693173885345459,-1.0616884231567383,-1.5567187070846558,-1.4539446830749512,-0.11878728866577148,0.5233759880065918,0.3483409881591797,-0.3332557678222656,-1.2659111022949219,-0.5779365301132202
君威,凯玛拉,-3.348302125930786,-2.8852007389068604,-0.052800655364990234,-1.1505622863769531,-1.129791498184204,-0.4581742286682129,-0.7729229927062988,-0.3911752700805664,-1.0241503715515137,-0.7650260925292969,-0.766167402267456,-0.7232987880706787
德国,俄罗斯,-1.167618751525879,-1.5275201797485352,0.5830597877502441,-1.6706080436706543,-2.149966239929199,-0.8872451782226562,-0.4396815299987793,0.505496621131897,0.12272369861602783,-0.29854917526245117,-0.6888079643249512,0.15731990337371826
德国,日本,-1.096909523010254,-1.7075176239013672,0.6205325126647949,-1.3166065216064453,-2.7730393409729004,-1.4680066108703613,-0.04313993453979492,1.1306039094924927,-0.8220176696777344,0.834968090057373,-0.009507179260253906,0.37049436569213867
德国,韩国,-1.7884783744812012,-2.117797374725342,0.9666028022766113,-1.3653440475463867,-2.3100967407226562,-0.6509847640991211,-0.3250732421875,0.887574315071106,-0.5548491477966309,-0.29938364028930664,-0.7103919982910156,-0.012991786003112793
日本,中国,-0.481687068939209,-0.7592895030975342,0.623380184173584,-0.754514217376709,-1.7356030941009521,-0.651820182800293,0.42331433296203613,1.0725176334381104,-0.14754223823547363,0.6393156051635742,-0.27558374404907227,0.38967013359069824
沙特阿拉伯,伊朗,-2.3070249557495117,-1.5017313957214355,0.2776455879211426,-0.9912333488464355,-1.3500556945800781,-1.440514087677002,-0.11437660455703735,0.4041633605957031,0.2839174270629883,-0.18567466735839844,-0.5846824645996094,-0.693871021270752
泽姆巴拉,君威,-3.3208775520324707,-3.4002346992492676,0.4198169708251953,-2.8898839950561523,-5.501364469528198,-0.1691417694091797,-1.9937191009521484,-0.13250446319580078,-2.7852439880371094,-0.5116641521453857,-0.9711296558380127,-1.3357701301574707
泽姆巴拉,科图恩迪,-4.115986347198486,-3.70123028755188,-1.5392813682556152,-5.615450620651245,-6.040547847747803,-2.645909070968628,-3.282893419265747,-1.1499338150024414,-2.708922266960144,-2.3620033264160156,-3.5560848712921143,-1.557105302810669
甲国,乙国,-1.1091055870056152,-1.4516277313232422,-0.6571402549743652,-0.6498050689697266,-1.0101170539855957,-0.041390419006347656,0.08100223541259766,-0.6944394111633301,-0.23376131057739258,0.398317813873291,0.2341022491455078,-0.5684866905212402
第一国,第二国,-0.5781464576721191,-0.33298492431640625,-1.0401332378387451,-1.0807805061340332,-1.642129898071289,-0.9070968627929688,-0.729697585105896,-1.0911026000976562,-0.8537230491638184,-1.059692621231079,-0.4004685878753662,-0.4736442565917969
美国,中国,-0.4909965991973877,-0.2696211338043213,0.9857015609741211,-0.20908212661743164,-1.002953290939331,0.13840889930725098,0.6601673364639282,0.4326990842819214,0.36824512481689453,0.3984971046447754,-0.09053826332092285,0.27597904205322266
艾洛里亚,君威,-3.4186954498291016,-2.255028247833252,-0.35644102096557617,-2.2679293155670166,-2.382153034210205,0.3902583122253418,-1.1548795700073242,-0.1909639835357666,-0.8541288375854492,-0.997586727142334,-0.13790607452392578,-1.2122802734375
艾洛里亚,布列夫尼亚,-1.9997034072875977,-2.1758997440338135,-1.6284523010253906,-5.040776968002319,-4.102703809738159,-1.9901654720306396,-1.9041155576705933,-2.0985007286071777,-1.919541835784912,-1.706681728363037,-1.6699228286743164,-1.3964672088623047
艾洛里亚,泽姆巴拉,-3.195507526397705,-2.91890811920166,-1.1255173683166504,-3.060102701187134,-2.3618416786193848,-1.2488718032836914,-1.0138459205627441,-0.7146713733673096,-1.5259556770324707,-1.378213882446289,-1.6356844902038574,-2.11618709564209
英国,印度,-2.1741786003112793,-1.5051565170288086,0.4466071128845215,-0.5995926856994629,-1.5059809684753418,-1.3775019645690918,0.04452657699584961,0.7694524526596069,-0.43754518032073975,-1.2597565650939941,-0.8729901313781738,-0.35155391693115234
英国,尼日利亚,-1.994612693786621,-1.520543098449707,1.1254537105560303,-0.6646933555603027,-1.0164413452148438,-0.9146900177001953,0.6520633697509766,1.3268698453903198,0.3090248107910156,-0.3203374147415161,-0.26876211166381836,0.028197288513183594
英国,法国,-1.1396808624267578,-0.8212156295776367,0.2087855339050293,-0.5018296241760254,-1.439549446105957,-1.0197558403015137,0.2819056510925293,1.1874728202819824,-0.41375303268432617,-0.5195579528808594,-0.5391607284545898,0.23824548721313477
阿尔法国,贝塔国,-2.9886507987976074,-2.1414289474487305,0.720982551574707,-1.1360478401184082,-1.3298635482788086,-0.46374940872192383,0.02356433868408203,0.20970678329467773,0.638277530670166,0.15189743041992188,0.4937434196472168,-0.27912187576293945
韩国,沙特阿拉伯,-2.4022960662841797,-1.9077467918395996,1.3611364364624023,-0.8518199920654297,-0.9369392395019531,-0.22895526885986328,0.589697003364563,1.51080322265625,0.27324485778808594,-0.29012584686279297,-0.9257268905639648,-0.9756526947021484
