country_1,country_2,airspace_def_v1,airspace_def_v2,airspace_v1,airspace_v2,airspace_v3,airspace_v4,airspace_v5,baseline,border_def_v1,border_def_v2,border_v1,border_v2,border_v3,border_v4,border_v5,cyber_def_v1,cyber_def_v2,cyber_v1,cyber_v2,cyber_v3,cyber_v4,cyber_v5,espionage_def_v1,espionage_def_v2,espionage_v1,espionage_v2,espionage_v3,espionage_v4,espionage_v5,humanitarian_def_v1,humanitarian_def_v2,humanitarian_v1,humanitarian_v2,humanitarian_v3,humanitarian_v4,humanitarian_v5,internal_affairs_def_v1,internal_affairs_v1,internal_affairs_v2,maritime_def_v1,maritime_def_v2,maritime_v1,maritime_v2,maritime_v3,maritime_v4,maritime_v5,nuclear_def_v1,nuclear_def_v2,nuclear_v1,nuclear_v2,nuclear_v3,nuclear_v4,nuclear_v5,proxy_def_v1,proxy_def_v2,proxy_v1,proxy_v2,proxy_v3,proxy_v4,proxy_v5,sovereignty_def_v1,sovereignty_v1,sovereignty_v2,strike_def_v1,strike_def_v2,strike_v1,strike_v2,strike_v3,strike_v4,strike_v5,tech_war_def_v1,tech_war_v1,tech_war_v2,trade_def_v1,trade_def_v2,trade_v1,trade_v2,trade_v3,trade_v4,trade_v5
Aeloria,Brevnia,-0.004709266126155853,0.0330180749297142,0.053947437554597855,-0.005380643531680107,-0.030805600807070732,0.0007343441247940063,0.017478948459029198,0.1070709228515625,0.028696056455373764,0.04484177567064762,0.005767877213656902,0.053495412692427635,0.0337199829518795,0.048273105174303055,0.018831269815564156,0.06336599588394165,0.08034511096775532,0.05440138652920723,0.07919696345925331,0.06152723170816898,0.040435804054141045,0.08350561000406742,0.024204270914196968,0.046312300488352776,0.020894944667816162,0.0392551701515913,0.02063366211950779,0.048963513225317,0.03780367597937584,0.014617934823036194,0.022438036277890205,0.004373561590909958,0.03618431091308594,0.05173303931951523,0.014263074845075607,0.05186850763857365,0.03638457879424095,0.01777082495391369,0.062128135934472084,0.024496028199791908,0.049592990428209305,0.03494452312588692,0.003601090982556343,0.064521798864007,0.025176985189318657,0.03804394602775574,0.03761669993400574,0.037979152984917164,0.018184682354331017,0.03742029517889023,0.042354533448815346,0.017166143283247948,0.04431911185383797,0.04825781285762787,0.011285785585641861,0.046760568395256996,0.03254511393606663,0.08390808291733265,0.027421988546848297,0.020776769146323204,0.04563328996300697,-0.0382308978587389,0.015138635411858559,0.006216032430529594,0.06489373557269573,0.04701618477702141,-0.023023645393550396,0.006965590640902519,0.00026698876172304153,-0.00022889114916324615,0.0798950083553791,0.05006979592144489,0.06423761323094368,0.04162788763642311,0.06523326598107815,0.06632616370916367,0.044923797249794006,0.061569247394800186,0.04885486140847206,0.06148530729115009
Aeloria,Junwei,0.17695419676601887,0.22256088070571423,0.2562942449003458,0.15905755944550037,0.13955310732126236,0.12110519967973232,0.19589809328317642,0.18841361533850431,0.15737725887447596,0.25321581959724426,0.18861200381070375,0.19999501015990973,0.15976720117032528,0.17078587412834167,0.1836719587445259,0.25264737010002136,0.22125818580389023,0.18709750659763813,0.21017837710678577,0.19639204628765583,0.17816350795328617,0.20963851921260357,0.19430537894368172,0.19242285005748272,0.19798283651471138,0.19688990153372288,0.25660136342048645,0.22666175849735737,0.16197779402136803,0.13525962829589844,0.14024927280843258,0.16693875938653946,0.14559170324355364,0.20444299280643463,0.16625978611409664,0.16693872772157192,0.20909498166292906,0.16889760084450245,0.18477438017725945,0.1946010310202837,0.16493414249271154,0.1867828592658043,0.16011430695652962,0.2092971634119749,0.218374228104949,0.15556904580444098,0.18687245901674032,0.21541595086455345,0.15465732291340828,0.18522446043789387,0.14408297929912806,0.20851517654955387,0.2006892841309309,0.14892580918967724,0.19297788850963116,0.19548227824270725,0.18595881760120392,0.1980361845344305,0.19215201027691364,0.16436759755015373,0.18231399171054363,0.19189069792628288,0.1802749466150999,0.11716270819306374,0.16594507731497288,0.2303466871380806,0.1988544538617134,0.18282122630625963,0.22207835037261248,0.22681043576449156,0.188957242295146,0.18310166895389557,0.25805473513901234,0.20989992283284664,0.2122592981904745,0.17721369117498398,0.1807841956615448,0.18599513173103333,0.23767854645848274,0.22367479652166367
Aeloria,Zembala,0.14808458276093006,0.2041511256247759,0.24091529473662376,0.13087466545403004,0.1198578029870987,0.13856506161391735,0.20159344747662544,0.2052288018167019,0.1519889496266842,0.18342216312885284,0.12702556978911161,0.16006472148001194,0.17100712284445763,0.16866687312722206,0.14925762452185154,0.21959304437041283,0.20665926113724709,0.1932296771556139,0.214136166498065,0.18234640173614025,0.1822852659970522,0.21022417955100536,0.1946925800293684,0.1960449032485485,0.1800765823572874,0.19281194545328617,0.17123604752123356,0.22010421194136143,0.18409913778305054,0.1650486309081316,0.18590358924120665,0.18830298446118832,0.16322710178792477,0.17920498922467232,0.1905517876148224,0.20085905119776726,0.19333081133663654,0.1358738411217928,0.1969661135226488,0.19023513793945312,0.17296032793819904,0.17329021356999874,0.155181884765625,0.16802213713526726,0.184423441067338,0.16354561783373356,0.16742712818086147,0.18087198585271835,0.15788080543279648,0.17459113150835037,0.13080215640366077,0.16119961813092232,0.17261320911347866,0.1798019539564848,0.16885370761156082,0.20672604255378246,0.18139074370265007,0.21973988972604275,0.18571466393768787,0.16502762027084827,0.20415311306715012,0.1055794283747673,0.1516761425882578,0.1567917112261057,0.18865389935672283,0.1932239169254899,0.14624212123453617,0.16027451120316982,0.16377263236790895,0.15716742724180222,0.1919021513313055,0.1436920240521431,0.16190148331224918,0.18714717589318752,0.18120379745960236,0.17168800719082355,0.17961115017533302,0.19925115443766117,0.21988681890070438,0.18449977412819862
Country A,Country B,0.014354702085256577,-0.03901294991374016,0.05279351398348808,0.019781118258833885,0.040420494973659515,0.0028038378804922104,0.05897711589932442,0.07301711943000555,0.0728912241756916,0.03600124083459377,0.025297114625573158,0.01820562593638897,0.059921277686953545,0.015548678115010262,0.019475968554615974,0.03179167024791241,0.033105919137597084,0.011678680777549744,0.06052019260823727,0.07032583467662334,0.018451722338795662,0.05689237639307976,0.05133628286421299,0.04216579720377922,0.01688195765018463,0.04272456280887127,-0.0068092551082372665,-0.009803777560591698,0.04709812067449093,0.054479580372571945,0.0551147386431694,-0.0022392012178897858,0.03194431588053703,0.05110366828739643,0.07486345805227757,0.04950329288840294,0.01487739197909832,-0.02600863389670849,0.09051708690822124,0.08254619874060154,0.08049771934747696,0.04750440642237663,0.04077338986098766,0.013130199164152145,0.05270959809422493,0.05043984763324261,0.027891114354133606,0.004293449223041534,-0.0012435223907232285,0.062458064407110214,-0.0048560816794633865,-0.04203413985669613,-0.02365686185657978,0.05836871080100536,0.03844066523015499,0.029447510838508606,0.03097531571984291,0.08090397715568542,0.07242205366492271,0.013866415247321129,0.02751350589096546,-0.056192390620708466,0.048038529232144356,0.05107496492564678,0.051576582714915276,0.006187437102198601,-0.05796434544026852,0.03628922440111637,0.0023231226950883865,-0.02499385178089142,0.09125138819217682,0.05377389304339886,0.010871866717934608,0.0589026864618063,0.04556841403245926,0.027269454672932625,0.06418986804783344,0.06550410389900208,0.06500052288174629,0.08805460669100285
Country X,Country Y,-0.05428124591708183,0.01219179481267929,-0.0027923956513404846,-0.018152255564928055,-0.037572868168354034,-0.01116369292140007,0.020933136343955994,0.017898516729474068,-0.009733207523822784,0.017366409301757812,-0.02886394038796425,-0.009845733642578125,0.021171581000089645,0.007892601191997528,-0.008386649191379547,0.008100517094135284,-0.012842193245887756,-0.005462624132633209,0.012708645313978195,-0.03088758885860443,0.004283882677555084,0.01412772387266159,0.018381133675575256,-0.010667815804481506,0.009088519960641861,0.018833167850971222,-0.00878143310546875,0.04068184271454811,0.02841757982969284,0.04563329741358757,0.0008563995361328125,0.0024395212531089783,0.0020599588751792908,0.02561376988887787,0.008754726499319077,-0.013124454766511917,-0.014749541878700256,-0.014657989144325256,0.014993682503700256,0.016723621636629105,0.030855175107717514,0.023817025125026703,0.020126324146986008,-0.01060103252530098,0.028371792286634445,0.00964544340968132,0.006481163203716278,0.011421184986829758,0.0075283050537109375,0.013124443590641022,-0.016904816031455994,-0.012146007269620895,-0.027875881642103195,0.02772904932498932,-0.007131557911634445,0.012298546731472015,0.03763194754719734,0.03763391450047493,0.009788468480110168,0.037040695548057556,0.01556209847331047,-0.03383447974920273,0.018846530467271805,0.01819610595703125,-0.02717399224638939,-0.0395641028881073,-0.03334236145019531,-0.025482192635536194,0.0018519982695579529,-0.023899096995592117,-0.023555774241685867,-0.020524967461824417,-0.029699351638555527,0.008068062365055084,-0.0005760453641414642,-0.039377231150865555,-0.002481471747159958,-0.004961010068655014,-0.0073413848876953125,0.0022335276007652283
Germany,Japan,-0.1520061381161213,-0.16353414952754974,-0.17052457481622696,-0.14455980993807316,-0.14876563288271427,-0.15522574074566364,-0.15398783050477505,-0.12203593272715807,-0.17266461439430714,-0.16968347877264023,-0.1392040066421032,-0.14857670105993748,-0.13307958841323853,-0.15058513917028904,-0.1567325945943594,-0.13748933374881744,-0.1657276190817356,-0.15924843214452267,-0.13328555971384048,-0.15342524461448193,-0.14662555791437626,-0.16326136514544487,-0.15627281367778778,-0.1587581094354391,-0.13986395485699177,-0.1485634185373783,-0.14879413321614265,-0.15328404307365417,-0.14733505062758923,-0.16555792279541492,-0.1950778942555189,-0.14683914557099342,-0.12553028203547,-0.14829056337475777,-0.11441044881939888,-0.16811559721827507,-0.11817357316613197,-0.10916141979396343,-0.1337852142751217,-0.17786408588290215,-0.15929597802460194,-0.1615428812801838,-0.1639766413718462,-0.11830707266926765,-0.16719242371618748,-0.18041412346065044,-0.15111925266683102,-0.1339283250272274,-0.14825249463319778,-0.11782268062233925,-0.12719536758959293,-0.13948247209191322,-0.15730664506554604,-0.1586799994111061,-0.13693426735699177,-0.17190934903919697,-0.16741185076534748,-0.14787301421165466,-0.14353179559111595,-0.13982576876878738,-0.1483555231243372,-0.14930536784231663,-0.11405183374881744,-0.1529903430491686,-0.17129329219460487,-0.1211776752024889,-0.1403293963521719,-0.11684802360832691,-0.1516590565443039,-0.15784641727805138,-0.14863582514226437,-0.14303019270300865,-0.14259528554975986,-0.15238570049405098,-0.15346144139766693,-0.10554118826985359,-0.1383953019976616,-0.16051100753247738,-0.1394367516040802,-0.11602399498224258
Germany,Russia,0.07096479646861553,0.06438638269901276,0.07604219391942024,0.07123753055930138,0.041288334876298904,0.03510475717484951,0.0701141320168972,0.08603671379387379,0.040130605921149254,0.09348106570541859,0.07409480772912502,0.045045824721455574,0.09638210013508797,0.0697479210793972,0.07209969870746136,0.05722043290734291,0.05761526897549629,0.059831563383340836,0.04668998159468174,0.053777702152729034,0.06011962890625,0.053859710693359375,0.07166479900479317,0.06191640347242355,0.056486114859580994,0.04613305628299713,0.0427474956959486,0.06171032041311264,0.06533431075513363,0.05685615912079811,0.020509760826826096,0.08048446103930473,0.06684880144894123,0.0617752093821764,0.07766719348728657,0.03395464830100536,0.07098005712032318,0.08675191551446915,0.0894374381750822,0.06057549826800823,0.08123212680220604,0.060384808108210564,0.04497150331735611,0.08525466173887253,0.0498714130371809,0.05287552438676357,0.039266571402549744,0.056503256782889366,0.053957004100084305,0.07353596016764641,0.05439756065607071,0.06754297204315662,0.04491234943270683,0.06187816523015499,0.07508278265595436,0.041847238317131996,0.0385131910443306,0.043560005724430084,0.05567738227546215,0.06242186762392521,0.0831260196864605,0.07383156195282936,0.10504149459302425,0.06283379718661308,0.0533294714987278,0.04317282326519489,0.07243542186915874,0.0422096773982048,0.04753873869776726,0.03644748590886593,0.08752057701349258,0.06247708201408386,0.08745000697672367,0.06392861716449261,0.08321759849786758,0.10070228762924671,0.08831221237778664,0.07349391467869282,0.08952336758375168,0.09897229634225368
Germany,South Korea,-0.20342065207660198,-0.16280748508870602,-0.19953538477420807,-0.1662063654512167,-0.18284033238887787,-0.19333458878099918,-0.15372849628329277,-0.1199817219749093,-0.18412976525723934,-0.16464423947036266,-0.17971042729914188,-0.14015199802815914,-0.1571598071604967,-0.1385994292795658,-0.14427566155791283,-0.1687755361199379,-0.18773649260401726,-0.17501823976635933,-0.1977940034121275,-0.17937281727790833,-0.18812373653054237,-0.19454004056751728,-0.17117313481867313,-0.16473004408180714,-0.1841602623462677,-0.14052967354655266,-0.14241603203117847,-0.15662001259624958,-0.17379566095769405,-0.1869811676442623,-0.2108516488224268,-0.16885756701231003,-0.1834869123995304,-0.15750128775835037,-0.17335125990211964,-0.20990555174648762,-0.1513671576976776,-0.16948512569069862,-0.1772593967616558,-0.16477969102561474,-0.1703872811049223,-0.14658357203006744,-0.15858462266623974,-0.14403533190488815,-0.159561138600111,-0.18967823684215546,-0.19872482120990753,-0.17377279326319695,-0.19524954818189144,-0.19559290260076523,-0.19685171358287334,-0.13434982486069202,-0.1487483847886324,-0.20339014381170273,-0.18530466966331005,-0.18962853960692883,-0.18732066452503204,-0.16826248355209827,-0.18494797870516777,-0.16836928576231003,-0.16067691892385483,-0.13189319521188736,-0.13559339195489883,-0.17374984361231327,-0.22338291630148888,-0.17060465924441814,-0.17323682829737663,-0.1287803128361702,-0.1846409011632204,-0.1891040224581957,-0.18401144072413445,-0.22175406105816364,-0.16550828889012337,-0.19205475598573685,-0.13240241818130016,-0.150566091760993,-0.183837890625,-0.1655921619385481,-0.14766503497958183,-0.1411686073988676
India,Russia,0.21404649131000042,0.21824452839791775,0.23148725368082523,0.2056407518684864,0.18167118728160858,0.1656151097267866,0.19958497025072575,0.22539707086980343,0.21453669108450413,0.25203894823789597,0.1955718658864498,0.19857601635158062,0.23742102831602097,0.20309829339385033,0.20306206494569778,0.18836592137813568,0.2048130426555872,0.21483613178133965,0.16950410418212414,0.1952361948788166,0.18544195778667927,0.17759894207119942,0.20861058123409748,0.21678162552416325,0.17773439548909664,0.19009210541844368,0.21014591678977013,0.22208219207823277,0.2131615113466978,0.22592166252434254,0.20689393021166325,0.23099520429968834,0.21551896631717682,0.20658105053007603,0.21667293645441532,0.21757503598928452,0.20375441946089268,0.20457643270492554,0.21791267581284046,0.22505572997033596,0.2557678818702698,0.2240791767835617,0.19222261756658554,0.19080737978219986,0.19386106729507446,0.24516681022942066,0.17754934541881084,0.19937897101044655,0.20080183632671833,0.21989061869680882,0.17993354424834251,0.207059808075428,0.17976766265928745,0.21708297729492188,0.19792365096509457,0.1940746270120144,0.19145012274384499,0.17055128328502178,0.1882362011820078,0.19926638901233673,0.24861337058246136,0.20719713903963566,0.2313308883458376,0.20955088920891285,0.20937729813158512,0.15162663161754608,0.20845409110188484,0.1615467257797718,0.19297790713608265,0.18768880888819695,0.26508520916104317,0.21495631523430347,0.21665764227509499,0.2256221752613783,0.21963880583643913,0.23665625974535942,0.2524662036448717,0.2387847639620304,0.22383883595466614,0.24526402540504932
Japan,China,0.08182910457253456,0.07992170937359333,0.07798192836344242,0.09218592755496502,0.07497791014611721,0.09287070482969284,0.06807325780391693,0.030874179676175117,0.06929589807987213,0.08507725410163403,0.0843106135725975,0.10047726891934872,0.07395941764116287,0.10272791795432568,0.11051179841160774,0.0702667161822319,0.07322503067553043,0.08152008056640625,0.04663652740418911,0.07064242288470268,0.06156156398355961,0.07234189659357071,0.05189129151403904,0.06268499419093132,0.08256526291370392,0.050853706896305084,0.04613877460360527,0.07266047038137913,0.07750699110329151,0.06532859802246094,0.09353442676365376,0.05456540361046791,0.049224814400076866,0.0552463848143816,0.07829664647579193,0.06984336487948895,0.0645466223359108,0.048025136813521385,0.03609278425574303,0.11802869290113449,0.07446668855845928,0.08145712688565254,0.09626956284046173,0.07851597294211388,0.08877940662205219,0.08117675967514515,0.05932040885090828,0.07725334726274014,0.06483074650168419,0.02783774398267269,0.050565704703330994,0.07465552166104317,0.07801241800189018,0.05842016823589802,0.04586411453783512,0.06496048718690872,0.06569484435021877,0.08409877307713032,0.05917737819254398,0.057008782401680946,0.0738754291087389,0.08777997642755508,0.06965827755630016,0.04873277246952057,0.06913376413285732,0.07082946598529816,0.08912276662886143,0.07769015803933144,0.10060124285519123,0.07314296811819077,0.04735753312706947,0.04568098857998848,0.08592798560857773,0.050966234877705574,0.0826034378260374,0.04683495871722698,0.06121250241994858,0.0656318012624979,0.04520417936146259,0.056562390178442
