country_1,country_2,airspace_v1,airspace_v2,airspace_v3,maritime_v1,maritime_v2,maritime_v3,proxy_v1,proxy_v2,proxy_v3,strike_v1,strike_v2,strike_v3
丙国,丁国,-3.0194549560546875,-0.7106056213378906,1.5713577270507812,0.5434951782226562,-0.133392333984375,0.3681755065917969,-0.7876853942871094,2.4135665893554688,1.3864974975585938,-0.6746177673339844,-1.1494178771972656,-2.4016647338867188
印度,俄罗斯,-0.3626060485839844,-0.2993278503417969,0.006427764892578125,0.45340728759765625,0.4114571809768677,0.3492356538772583,0.28133392333984375,0.6078146696090698,0.2635688781738281,0.16916286945343018,-0.056041836738586426,-0.10719680786132812
君威,凯玛拉,-0.23305118083953857,-0.027812957763671875,0.18046176433563232,0.4161416292190552,0.278461217880249,0.2671889066696167,0.1715850830078125,0.5017127990722656,0.42748236656188965,0.07474899291992188,-0.01879096031188965,-0.11014926433563232
德国,俄罗斯,-0.5317765474319458,-0.2239760160446167,0.20551681518554688,0.5449219942092896,0.49700939655303955,0.18059158325195312,0.22592926025390625,0.6468812227249146,0.40436553955078125,-0.035366177558898926,-0.11082077026367188,-0.3119697570800781
德国,日本,-0.5980567932128906,-0.03573596477508545,0.4054909944534302,0.39820122718811035,0.4348028898239136,0.07047653198242188,0.16928482055664062,0.7128640413284302,0.4504852294921875,-0.280487060546875,-0.38787055015563965,-0.5166968107223511
德国,韩国,-0.5069656372070312,-0.0699005126953125,0.15909218788146973,0.40931689739227295,0.37246716022491455,0.010135769844055176,0.06982040405273438,0.5039900541305542,0.23306667804718018,-0.14505767822265625,-0.109161376953125,-0.3006707429885864
日本,中国,-0.6663932800292969,-0.3205413818359375,-0.26184844970703125,0.3417549133300781,0.39324951171875,0.20172476768493652,0.0962371826171875,0.49482738971710205,0.21663296222686768,-0.3770216703414917,-0.6596031188964844,-0.4090080261230469
沙特阿拉伯,伊朗,-0.4249762296676636,-0.12874650955200195,0.24967575073242188,0.395519495010376,0.221221923828125,0.02227771282196045,-0.02855706214904785,0.5009994506835938,0.3549766540527344,0.034221529960632324,0.028049468994140625,-0.2446366548538208
泽姆巴拉,君威,-0.5813252925872803,-0.055667757987976074,0.16619884967803955,0.6467320919036865,0.2676966190338135,-0.00537109375,0.08147013187408447,0.6940228939056396,0.4829975366592407,-0.2943117618560791,-0.3209954500198364,-0.40374755859375
泽姆巴拉,科图恩迪,-0.4950066804885864,-0.22551345825195312,0.19804000854492188,0.5446852445602417,0.23235726356506348,-0.06444180011749268,0.18721377849578857,0.6397590637207031,0.46890223026275635,-0.269366979598999,-0.2491229772567749,-0.3928600549697876
甲国,乙国,-0.7286717891693115,-0.3798482418060303,-0.0895310640335083,0.6705014705657959,0.6089630126953125,0.050426363945007324,0.18202614784240723,0.7497367858886719,0.19694900512695312,-0.1117020845413208,-0.3188591003417969,-0.3362003564834595
第一国,第二国,-1.0971561074256897,-0.7425798326730728,0.18936152756214142,0.4847584068775177,0.06786292791366577,-0.48913291096687317,-0.3543320447206497,0.6101913452148438,0.3850841522216797,-0.34468457102775574,-0.9028854072093964,-0.7754745483398438
美国,中国,-0.33756256103515625,-0.2062225341796875,-0.17860805988311768,0.3147047758102417,0.364501953125,0.21490097045898438,0.1497955322265625,0.2888070344924927,0.14599990844726562,-0.1391754150390625,-0.2683372497558594,-0.21372199058532715
艾洛里亚,君威,-0.1839752197265625,-0.04632568359375,0.060085296630859375,0.25385284423828125,0.18244552612304688,0.15766143798828125,0.06518173217773438,0.2585563659667969,0.17360687255859375,0.024501800537109375,-0.024021148681640625,-0.08826446533203125
艾洛里亚,布列夫尼亚,-0.40798962116241455,-0.16753733158111572,-0.015712738037109375,0.3963583707809448,0.22365188598632812,0.09734725952148438,-0.046093106269836426,0.3246957063674927,0.22290444374084473,-0.1164628267288208,-0.12094473838806152,-0.11751163005828857
艾洛里亚,泽姆巴拉,-0.5603140592575073,-0.1847076416015625,0.037689208984375,0.48681652545928955,0.030559539794921875,-0.12801361083984375,-0.09924328327178955,0.5828096866607666,0.3590281009674072,-0.37713623046875,-0.4266471862792969,-0.4919319152832031
英国,印度,-0.21224617958068848,-0.07417678833007812,-0.06794357299804688,0.3958548307418823,0.3461723327636719,0.3157615661621094,0.29444897174835205,0.4095919132232666,0.2435455322265625,0.15710461139678955,0.15587615966796875,-0.0514678955078125
英国,尼日利亚,-0.3276329040527344,-0.0717393159866333,-0.0855787992477417,0.40718090534210205,0.25684356689453125,0.19520938396453857,0.051319003105163574,0.4617651700973511,0.3122938871383667,0.0198744535446167,-0.0007630586624145508,-0.20565414428710938
英国,法国,-0.6197741031646729,-0.1919633150100708,0.20411694049835205,0.6876296997070312,0.19907021522521973,-0.041583895683288574,-0.06567394733428955,0.5170975923538208,0.2603796720504761,-0.2302093505859375,-0.21908915042877197,-0.41194164752960205
阿尔法国,贝塔国,-0.20269775390625,-0.047183990478515625,0.07030868530273438,0.25101470947265625,0.08807754516601562,0.000823974609375,-0.045001983642578125,0.15790176391601562,0.0838470458984375,-0.1390228271484375,-0.12035369873046875,-0.16093826293945312
韩国,沙特阿拉伯,-0.16542816162109375,-0.037799835205078125,0.026981353759765625,0.12836837768554688,0.0434417724609375,-0.024814605712890625,-0.014095306396484375,0.14929580688476562,-0.01811981201171875,-0.10831451416015625,-0.0941162109375,-0.182373046875
