country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,0.3776950267907653,0.4752135132739044,0.2083808885113707,0.5710560257364334
Aeloria,Junwei,0.42158065396516786,0.5269848915360198,0.21591414223811634,0.5873541546141947
Aeloria,Zembala,0.41650517026036926,0.5295919375415459,0.29664350290045816,0.5988506654119081
Country A,Country B,-0.03668843355615048,-0.09736109678747829,-0.06432275341314975,-0.015563211840385227
Country X,Country Y,-0.14095276010141344,-0.12136972481350483,0.036021067034032184,-0.17416726809404548
Germany,Japan,0.2452830865797111,0.4628851611175122,-0.18164945280256384,0.39817677783725003
Germany,Russia,0.14448332638767192,0.48041981108761367,0.0735233246559035,0.1770090031372047
Germany,South Korea,0.11128059011807934,0.41991036351043043,-0.10555064232769196,0.34302430990434285
India,Russia,0.11269852394217095,0.4227016855315475,-0.008441807761883746,0.29685204086414974
Japan,China,0.16803056768705993,0.3400727490788831,-0.04196834266144356,0.2039756377849371
Junwei,Khemara,0.08926355436127142,0.36538509443041733,0.053424161962339234,0.2791013911050553
Nation 1,Nation 2,0.028824870857623974,0.03020501621974292,0.0021732596113734903,0.05967323513126477
Saudi Arabia,Iran,-0.04235469958342275,0.3380924952311699,0.02396929026979322,0.10865874218404148
South Korea,Saudi Arabia,-0.09140104123647785,0.35137623792377926,-0.14565457519285696,0.24481313038555674
State Alpha,State Beta,0.1491964327280071,0.19291777322170933,0.026065185988568995,0.12985887468940294
UK,France,0.15160005011771638,0.3032573460955943,-0.20143243215799833,0.3006102920596845
UK,India,0.13529339808817675,0.3489488598548953,-0.14608626380757084,0.22822461366236824
UK,Nigeria,0.10528725545516915,0.3436843528829514,-0.0728998421114786,0.2930894510667219
USA,China,0.23878615904660405,0.4684678459673126,-0.048758694609858155,0.25163301618624256
Zembala,Junwei,0.09640635971119016,0.38234765741194887,0.03578228074784073,0.30477642772569613
Zembala,Kotundi,0.13620025206311848,0.38945183639150605,0.07179207499404416,0.32502814681996295
