country_1,country_2,airspace_v1,airspace_v2,airspace_v3,maritime_v1,maritime_v2,maritime_v3,proxy_v1,proxy_v2,proxy_v3,strike_v1,strike_v2,strike_v3
丙国,丁国,-1.9285650253295898,-1.7187507152557373,-1.0019490718841553,-0.27312684059143066,-1.270120620727539,-1.208629846572876,-0.7453866004943848,-0.6129555702209473,0.36027002334594727,-1.293154239654541,-0.9829461574554443,-0.35120630264282227
印度,俄罗斯,-1.9454693794250488,-1.1703453063964844,0.5835051536560059,-0.39273691177368164,-1.7727956771850586,-2.8347034454345703,-0.8002544641494751,0.13447952270507812,-0.40902233123779297,-2.296952247619629,-1.9860764741897583,-1.6502714157104492
君威,凯玛拉,-8.272125720977783,-4.751370191574097,-3.908625364303589,-0.7250363826751709,-1.8985657691955566,-0.6304605007171631,-0.6479697227478027,-3.0955605506896973,-0.5623726844787598,-7.4727020263671875,-3.5519468784332275,-4.36023211479187
德国,俄罗斯,-2.569025993347168,-1.775223731994629,0.0722799301147461,-0.9618515968322754,-1.8556547164916992,-2.775768518447876,0.09677696228027344,1.2580180168151855,0.04098081588745117,-2.3389525413513184,-1.3674421310424805,-1.236109733581543
德国,日本,-3.2316856384277344,-2.658672332763672,-1.5235304832458496,0.28639984130859375,-1.4156453609466553,-2.335141658782959,-1.4119243621826172,0.9032917022705078,-1.26847505569458,-4.036152124404907,-2.0223560333251953,-1.7563714981079102
德国,韩国,-3.1695971488952637,-2.0335185527801514,-0.2582578659057617,-0.6868879795074463,-0.9960644245147705,-3.494187831878662,-0.3809199333190918,-0.08738088607788086,-1.52374267578125,-2.423146963119507,-1.2451260089874268,-1.42915940284729
日本,中国,-0.7584254741668701,-0.6579463481903076,0.09055376052856445,0.8891830444335938,-0.8172163963317871,-1.3969485759735107,-0.12250876426696777,-0.5813925266265869,0.15421652793884277,-2.4289376735687256,-1.874223232269287,-0.4196019172668457
沙特阿拉伯,伊朗,-2.4779510498046875,-1.423083782196045,-0.806671142578125,-0.1650104522705078,-1.5535674095153809,-2.022942066192627,-0.7991156578063965,0.3601346015930176,-0.01194620132446289,-2.4002676010131836,-1.7168173789978027,-0.9536952972412109
泽姆巴拉,君威,-9.80125617980957,-5.686380386352539,-5.513718366622925,-2.1274356842041016,-5.00635838508606,-1.1652235984802246,-1.3409953117370605,-0.6523375511169434,0.22659945487976074,-6.261053562164307,-2.893021583557129,-4.351141929626465
泽姆巴拉,科图恩迪,-11.211845874786377,-6.661021113395691,-7.466846704483032,-5.65959095954895,-7.4521543979644775,-4.443610191345215,-2.978642225265503,-2.8298451900482178,-2.649878978729248,-8.462802648544312,-4.7254719734191895,-5.235507965087891
甲国,乙国,-1.161972999572754,-1.1568069458007812,0.04262256622314453,0.4401865005493164,-0.4510064125061035,0.2668576240539551,0.5086379051208496,-0.5092768669128418,-0.09601640701293945,0.24683499336242676,0.03067302703857422,-0.6928799152374268
第一国,第二国,-0.7983748912811279,-1.1027138233184814,-0.4914212226867676,-0.09147882461547852,-1.0011920928955078,-0.2819051742553711,-0.35753583908081055,-0.46591758728027344,-0.8140268325805664,-1.7300341129302979,-1.9577381610870361,-2.068118095397949
美国,中国,-0.6903195381164551,-0.9238729476928711,0.46183085441589355,0.42761731147766113,-0.8331191539764404,-0.7819371223449707,-0.08837246894836426,-0.3346107006072998,0.2565269470214844,-1.8404207229614258,-1.018740177154541,0.4082527160644531
艾洛里亚,君威,-7.327308893203735,-4.226944923400879,-3.4052059650421143,-1.2693719863891602,-2.7355432510375977,-1.0403130054473877,-0.21135425567626953,-3.110023021697998,0.8868284225463867,-5.9151771068573,-3.4035658836364746,-3.560398578643799
艾洛里亚,布列夫尼亚,-8.423833131790161,-5.794833660125732,-3.6767218112945557,-2.961195945739746,-4.041926860809326,-2.0976181030273438,-0.4651172161102295,-3.6314284801483154,-0.03777146339416504,-7.969828844070435,-3.7151718139648438,-4.365866184234619
艾洛里亚,泽姆巴拉,-10.525808334350586,-6.195066690444946,-6.0440216064453125,-4.387720584869385,-6.293526649475098,-4.286181449890137,-0.663499116897583,-2.2106964588165283,-0.03291511535644531,-9.32322382926941,-4.3463945388793945,-6.1120359897613525
英国,印度,-2.795116424560547,-1.9912662506103516,0.18608951568603516,0.6810235977172852,-1.0716552734375,-2.1802897453308105,-0.8592472076416016,0.17136716842651367,-0.2143726348876953,-2.190063953399658,-1.66264009475708,-1.3153367042541504
英国,尼日利亚,-3.2994654178619385,-2.0916061401367188,-1.0579619407653809,-0.2541954517364502,-1.1337449550628662,-1.4491138458251953,-0.44960641860961914,-0.33706188201904297,0.0015115737915039062,-2.1598527431488037,-1.8024191856384277,-1.1671373844146729
英国,法国,-1.9689884185791016,-1.8260483741760254,0.3136005401611328,1.0434536933898926,-0.48888254165649414,-2.07547664642334,-0.13052129745483398,0.9503092765808105,-0.1113133430480957,-3.4145660400390625,-2.464946746826172,-1.3227896690368652
阿尔法国,贝塔国,-6.023397445678711,-4.162470817565918,-4.741779327392578,-4.106159687042236,-4.595574140548706,-2.4061288833618164,-2.1458535194396973,-2.9632134437561035,-0.259293794631958,-6.313860893249512,-6.09385347366333,-5.15249764919281
韩国,沙特阿拉伯,-3.014437675476074,-1.8673617839813232,-0.8255059719085693,-0.6555466651916504,-0.9587867259979248,-2.0782909393310547,-0.7460730075836182,-0.1514601707458496,-0.35570669174194336,-1.8299095630645752,-1.4266908168792725,-1.51544189453125
