country_1,country_2,airspace_incursion_v1,airspace_incursion_v2,airspace_incursion_v3,airspace_incursion_v4,maritime_resource_v1,maritime_resource_v2,maritime_resource_v3,maritime_resource_v4,preemptive_strike_v1,preemptive_strike_v2,preemptive_strike_v3,preemptive_strike_v4,proxy_support_v1,proxy_support_v2,proxy_support_v3,proxy_support_v4
Junwei,Khemara,-0.32217712854173036,-0.28424990473747996,-0.2833572602035853,-0.18916126541382117,-0.15785174230830396,-0.28774293154779285,-0.3194056543367993,-0.14594633786451722,-0.3026190778744309,-0.28920730737330697,-0.16805772056198703,-0.0018266419121788502,-0.32093407617729003,-0.3372917612663276,-0.19673577892251876,-0.0852643383890363
Nation 1,Nation 2,-0.007802089684145863,-0.038021823026575474,-0.058115732965347,0.06638453007296652,-0.0064109877577100405,-0.013303448645152871,-0.019786639791328275,0.06409025991519873,-0.034149241177049816,-0.06083382579223956,-0.001220940936894399,0.057100819275368864,-0.05990072680139935,-0.0813269518191933,-0.0565033688857855,0.09514763865129078
Saudi Arabia,Iran,0.25884218803062203,0.22158945538109937,0.18326492341356454,0.37129618848833973,0.4095304154547908,0.171173204909772,0.08108630855398563,0.5028863860071082,0.26715253830790137,0.2724727224671853,0.13629185371369484,0.4579433703649664,0.25943202867913717,0.3869676002784883,0.08603256794304492,0.55922433556768
South Korea,Saudi Arabia,-0.23055949892506195,-0.2340898168099464,-0.29417124249808624,-0.4356619020301036,-0.5156494020399136,-0.18996884695117344,-0.21952561605194698,-0.4252044972725497,-0.2465129270324798,-0.26197515645178626,-0.13723868579735576,-0.5195999393439673,-0.3030540520648456,-0.25284678627750296,-0.16088014564832465,-0.5234812636652679
State Alpha,State Beta,-0.1030200812755549,-0.09958504589283462,-0.028574322837052468,-0.21003729188743425,-0.21781184439200985,-0.24151916860700123,-0.1599087192544435,-0.23689937211815287,-0.20789400683354797,-0.2781202562436566,-0.10358830597491425,-0.25437468385616757,-0.24799443160804002,-0.2735329413092946,-0.2826957902325074,-0.21503894688949798
UK,France,-0.04547268215440675,-0.05542875078143661,-0.15396254746239063,0.056612839144372595,-0.27050001671703966,-0.03486579211231816,-0.4036303357684552,-0.3089710478718734,-0.19689732430121498,0.005000788009659696,-0.4345660036496248,-0.030727991572968072,-0.14638195565919493,-0.03547727873468326,-0.3590008132124537,0.024219067468493727
UK,India,-0.15378958232192969,-0.30828572739609045,-0.23750284014638212,-0.3205012064037451,-0.09701036225355597,-0.18187991991961105,-0.31337953870614665,-0.48104023672301444,0.021525514540663815,-0.05228277751379995,-0.203072842561831,-0.33200619350424365,-0.09889383143394198,-0.12900085989805277,-0.27097581687549965,-0.23364291915326074
UK,Nigeria,0.3626640850441616,0.34620646156742313,0.47764166350393883,0.5673447872953297,0.2448612875929302,0.3326373943494459,0.32706217043139363,0.3828357805975748,0.3424514895934753,0.4339409270643801,0.49859886779465246,0.636770828969669,0.3088089716133298,0.3124325637297951,0.4609198549952737,0.4495337868673918
USA,China,0.07768088699453396,0.024571359550857708,0.121494236199568,-0.20680872649014898,0.07482334584270012,0.06201939788469435,0.06399243432447377,-0.07546533762890467,-0.011587473653798419,0.130984997667342,0.014075422479681132,-0.01588246769990853,0.00750692987907553,-0.1141572656407649,0.0565695562223274,0.23997887048563826
Zembala,Junwei,0.32283657499569024,0.36016891964675163,0.3350105182896373,-0.02911078736103717,0.2759663872682278,0.50694943947422,0.43080781153330494,-0.022622331049796662,0.3504381812345118,0.4105527438239723,0.239932134807405,-0.030242010136382502,0.3481397433794572,0.426878809976773,0.3364416394086707,0.17265018505913637
Zembala,Kotundi,-0.2223440389328663,-0.5953873186469962,-0.34320787231891464,0.04236104692695847,-0.19840414467049228,-0.37226730735465274,-0.3349423685112063,0.21008992207012334,-0.20569348243821634,-0.35226920414337237,-0.34679598072810425,-0.36306424023871614,-0.2213262268690796,-0.37776904084841634,-0.3095967614265574,0.0658960110804197
