country_1,country_2,airspace_incursion_v1,airspace_incursion_v2,airspace_incursion_v3,airspace_incursion_v4,maritime_resource_v1,maritime_resource_v2,maritime_resource_v3,maritime_resource_v4,preemptive_strike_v1,preemptive_strike_v2,preemptive_strike_v3,preemptive_strike_v4,proxy_support_v1,proxy_support_v2,proxy_support_v3,proxy_support_v4
Aeloria,Brevnia,0.04397962838832725,0.0706751244755146,-0.05379318963786156,0.6869029459660818,0.044993980341667295,0.011422137355307616,0.02186045415849258,0.6549253793922016,0.06017890854390151,-0.08868507852897717,0.03657020720648957,0.546754566280512,0.0009515133608732351,-0.04693014619600627,0.013897716199866017,0.4521885779251047
Aeloria,Junwei,0.22866032145553733,0.22235651781600763,0.23874494600182278,0.6661240522926557,0.1438271761685514,0.2692603501076091,0.3516829910874575,0.6328905184841054,0.2515065759333816,0.13754769144388562,0.16195317177938606,0.5593924303584684,0.3006010113574385,0.2296766472604091,0.21335262412306105,0.4200560704070226
Aeloria,Zembala,0.011251689981331803,-0.04499661250736636,0.03262173288135162,0.7752528866022153,0.013441945067779737,-0.08383221733918239,-0.003136386123896051,0.6500426168679584,-0.07152694251434977,-0.11308549506428295,0.0021648373163811185,0.5415007310418359,0.01141403218044923,-0.12829052452295808,0.0187954222897444,0.5059335041896547
Country A,Country B,-0.06575736683584615,-0.08361084369352534,-0.057188998572837824,-0.0940616741757786,-0.08080137760863759,-0.09380527990294302,-0.024002947530486762,-0.02212544738033101,-0.0132178788755683,-0.028642454743103007,-0.07906825287728553,-0.07793871590833873,-0.04558715350415504,-0.10180038127759711,-0.06654498904901635,0.002787821223134479
Country X,Country Y,-0.09404324203005493,-0.17503215132645455,-0.12438023056130415,-0.11925467152880648,-0.0390800185082511,-0.16658890850448604,-0.04210936902942186,-0.12442224703301469,-0.023711765856157085,-0.1385512411530183,-0.028462111570271398,-0.10269100964532368,-0.0800876711684082,-0.16817817244248223,-0.05816657464285169,-0.07928456444823567
Germany,Japan,0.19630668215203945,0.10339759444000801,-0.012362550659895888,-0.13489103601153074,0.2893956233883781,0.03713342042499551,0.12307679499403679,-0.016591426973162404,0.2477613898513844,0.12225312472214656,0.16490438969816068,-0.02165003019275974,0.18651009575893357,0.04283178318547903,0.11457007058239688,0.011678879905903272
Germany,Russia,0.02178574553074314,-0.0909111113646473,-0.21974956905267262,0.3461633383076297,-0.12338931094652983,-0.18735015972239133,-0.19173022104361698,0.11264403707868431,-0.018129269526905745,-0.11871114124894971,-0.12923729639595155,0.1400781385404825,-0.12472210022809632,-0.16614172818025125,-0.17762749054701715,-0.06976933115199341
Germany,South Korea,0.08332745977348582,0.06022867619734651,-0.1556645320403967,0.039456377039461143,0.20331737462376331,0.021425529179982472,-0.03845868135137903,-0.11069596204429683,0.10537779392070484,0.020476339773765062,-0.0015578257356597125,0.01806038911797908,0.1481688624588584,-0.052537422420666835,-0.0971580874648062,-0.08076016348652065
India,Russia,0.1520860090205693,0.03909134096824135,0.124314043444269,0.6382849877309917,-0.07884340415191637,-0.03384643863103981,0.10718074045587078,0.49118107731047744,-0.06382669787227724,-0.11242159206583452,0.07499961529690163,0.4692477021306086,-0.05305596385999367,-0.1540047798425644,0.049376118492032495,0.36877117463669595
Japan,China,-0.11547916057374535,-0.042861917514120274,0.07782923468155095,-0.13176437939230223,-0.0546969748491864,-0.014004119579891894,0.018779215548771377,-0.2156696329786421,-0.13538176709614985,0.02149751332105093,-0.058812735814390005,-0.20643155982809142,-0.11275078666790939,0.02406394743240875,-0.07976312427508336,-0.21679894132368965
