country_1,country_2,airspace_incursion_v1,airspace_incursion_v2,airspace_incursion_v3,airspace_incursion_v4,maritime_resource_v1,maritime_resource_v2,maritime_resource_v3,maritime_resource_v4,preemptive_strike_v1,preemptive_strike_v2,preemptive_strike_v3,preemptive_strike_v4,proxy_support_v1,proxy_support_v2,proxy_support_v3,proxy_support_v4
Aeloria,Brevnia,-0.02557161152897902,-0.020506963696551472,-0.1454742574780727,-0.004218307448843106,-0.08319262164739039,0.10290579576407888,0.04974263399257983,0.04174237381690893,-0.03756161813256975,0.06040992769576048,0.07458162712368271,0.1099594946284812,0.004527537880696597,0.044389621606597485,0.11202207641025702,0.012887002819921889
Aeloria,Junwei,0.29254155645932817,0.3156636380545308,0.404866968440194,0.3432069323846528,0.37162963901258145,0.52797672494463,0.5225754429807379,0.5295002761374163,0.3023884246221502,0.24065024996235734,0.25427613645886876,0.5246078923558932,0.24488605310249956,0.21281891842872813,0.39972219981446755,0.4063306618787441
Aeloria,Zembala,-0.04310582272811447,0.109469560769336,0.15193728914681176,0.03634282008172268,0.02434511653177629,0.3765947911986047,0.30066075242050855,0.12213605503564207,-0.08970224060193888,0.0228140100142471,0.14902499677556513,0.1556812894429871,-0.05931855809237402,-0.03426937886568271,0.17920799093477952,0.04134609202241224
Country A,Country B,-0.039805119110268294,0.09569455952295303,0.03881410892101683,0.16995851960991337,-0.046938710357721625,0.0054280224800796195,0.04999899141725406,0.0708594479711217,0.02927325026688571,0.04704504440679047,0.09033354161415286,0.2035235542875964,0.04964843853955414,0.03631996210984495,0.07811999562337069,0.18754591050850045
Country X,Country Y,0.06366048299451987,0.05748507292824323,0.03337859450972419,0.16299772937696422,0.013845512578096797,0.07343993369775187,0.0483148349074094,0.08709409925377454,0.09335009940674277,0.042234546729356115,0.08666747902519534,0.09641856249570863,0.08996368163072782,0.010913653963970094,0.03693901867933724,0.14991449043020783
Germany,Japan,0.14961020876866127,0.07213842889773003,0.1451048077774797,-0.04511367632919305,0.18851946815280646,0.009830396594713131,0.023991152606940902,-0.1353599712370464,0.17772587216043811,0.0044896375476340955,0.22624057094267847,-0.20949275093478148,0.11440042385588667,-0.17352995706120894,-0.20388359956618718,-0.07375388638112423
Germany,Russia,0.22176705545157005,0.20415139552768952,0.41460826124095806,0.12639979255787553,0.34780853087015773,0.13859754883195824,0.3461287258496199,0.0916725243623277,0.21549424886360535,0.24598471446804365,-0.04902173469247195,0.08524066241705419,0.20323351199694034,0.132916620148386,0.3107881328709359,0.07873109524981253
Germany,South Korea,0.21984272588704412,0.06175422306100736,0.1657972191368174,0.061183000332945825,0.01709782585823555,0.1478247737644443,0.08974940739857429,0.027269984117878343,0.08896348318277142,0.09217819224480134,-0.29850833960595996,-0.046055383550824724,-0.01618220199864001,-0.0872777057175973,-0.2162317600648374,-0.06493859129009905
India,Russia,-0.04458009799693735,-0.036703654007616604,0.3498321585909967,0.12776899514135015,0.24822510950448673,-0.1283451467142045,0.30649213357754523,0.040828652497845785,0.11828576607220698,-0.07992054347936395,0.054255924329019045,0.26495851921340424,0.07358031849730362,-0.020958453532772037,0.34559198764898585,0.18628237710871204
Japan,China,0.2092897550589461,0.18346468221940576,0.2806659651486016,0.3272343279851681,0.21153921518751495,0.14651751320746448,0.1832814985560159,0.21890667869179503,0.26037973564299105,0.2208139540702303,-0.0960020327373689,0.2649170505446142,0.2414875192779059,0.21733191711937838,0.24694809965114595,0.2624390812054116
