country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Canada,justified,3.5378153447874676,0.4048375430522726,8.4499754569856e-10,13,6.75998036558848e-09,True
Indonesia,justified,2.1295082560934864,0.3240244109235132,2.1872636501708464e-08,13,5.832703067122257e-08,True
Australia,justified,1.9948750638575028,0.2746179034485603,7.04520351618326e-09,13,2.5063321767653368e-08,True
Japan,justified,-0.570845060241528,0.43116562027194966,0.023442784487511813,13,0.023442784487511813,True
France,justified,-1.0429163220460849,0.2845447454575024,1.1111902955776175e-05,13,1.3676188253262985e-05,True
Venezuela,justified,-1.1379143373464677,0.4253005350209644,0.00020639048903234357,13,0.00023587484460839265,True
USA,justified,-2.4105918201896173,0.33495126801026387,7.832288052391677e-09,13,2.5063321767653368e-08,True
China,justified,-2.4999311249147596,0.45623526898127603,1.6476583534054056e-07,13,3.295316706810811e-07,True
China,unjustified,1.9083058870178689,0.23804440975273974,2.283400657718129e-09,13,1.2178136841163355e-08,True
Venezuela,unjustified,1.8054444178790712,0.3174575610218982,1.0949081490276937e-07,13,2.5026471977775855e-07,True
USA,unjustified,1.016962166187465,0.2615261011338159,6.152787733584535e-06,13,8.949509430668414e-06,True
France,unjustified,0.8660500928143566,0.3403394710269298,0.0003158334994681615,13,0.0003368890660993723,True
Indonesia,unjustified,-0.8195333718349023,0.21623054613536835,7.96168338473357e-06,13,1.0615577846311427e-05,True
Australia,unjustified,-1.1054668995112666,0.24296795095202578,1.2164405858670651e-06,13,1.946304937387304e-06,True
Japan,unjustified,-1.340903740483451,0.2850446246972436,8.547193834203732e-07,13,1.5195011260806635e-06,True
Canada,unjustified,-2.3308585520691425,0.22557146700334263,1.204383423769362e-10,13,1.927013478030979e-09,True
