country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Indonesia,justified,0.29882505980638513,0.07533339478990181,5.030793741581308e-06,13,1.1498957123614418e-05,True
Canada,justified,0.29065075665293233,0.05541640956689472,2.655545824820049e-07,13,1.0622183299280195e-06,True
Australia,justified,0.254609416044999,0.059542268663441464,2.3272775184067924e-06,13,7.4472880589017355e-06,True
Japan,justified,0.1903576328638943,0.05444136960776738,1.764033579706865e-05,13,3.52806715941373e-05,True
France,justified,-0.024880626121918957,0.03564401291184735,0.19634039896846472,13,0.2094297588996957,False
Venezuela,justified,-0.2501757911224677,0.09496850512349175,0.00023577196630833192,13,0.00031436262174444255,True
USA,justified,-0.33763409283378637,0.08148028003321534,3.2201141951028427e-06,13,8.586971186940913e-06,True
China,justified,-0.42175235529003774,0.07623052088869134,1.4823767768188632e-07,13,7.906009476367271e-07,True
USA,unjustified,0.4317091028125638,0.0592146891951381,6.760404778061243e-09,13,1.0816647644897988e-07,True
China,unjustified,0.23173608241748006,0.073235552940026,4.57313453689242e-05,13,7.54260279786863e-05,True
Japan,unjustified,0.1275837254919568,0.061818266557556775,0.0016244085368937885,13,0.0019992720454077395,True
Australia,unjustified,0.09012379081727774,0.03303610730765679,0.00017446946317698026,13,0.0002537737646210622,True
France,unjustified,-0.02135457636077934,0.06689353215875386,0.5432319309633328,13,0.5432319309633328,False
Canada,unjustified,-0.13653478272574063,0.07305177059466242,0.003246725151965424,13,0.0037105430308176273,True
Indonesia,unjustified,-0.3262934986136908,0.10345443513493849,4.714126748667893e-05,13,7.54260279786863e-05,True
Venezuela,unjustified,-0.39696984383906764,0.06522856281526478,5.170090835718356e-08,13,4.136072668574685e-07,True
