country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Venezuela,justified,0.9220037746434251,0.44452361928083645,0.0015667130525685697,13,0.0025067408841097116,True
Australia,justified,0.9182119984009011,0.35948656341067553,0.0003060691943164765,13,0.000699586729866232,True
Canada,justified,0.8357146853879086,0.5416725900496291,0.010584569820356406,13,0.01539573792051841,True
France,justified,0.4391884089239278,0.3930450272023051,0.04899878359728208,13,0.06030619519665487,False
Indonesia,justified,-0.2342462124258543,0.5005100455003034,0.37704843030665686,13,0.40218499232710064,False
Japan,justified,-0.5588901376643272,0.24277764268615773,0.0007115743710787507,13,0.0014035070647660417,True
China,justified,-0.6402734079468758,0.5629529187767494,0.04567628824777089,13,0.06030619519665487,False
USA,justified,-1.681709109319105,0.45608613927399466,1.0470986529822592e-05,13,3.350715689543229e-05,True
USA,unjustified,3.067526419128316,0.5561904383204772,1.5343064710129011e-07,13,1.227445176810321e-06,True
China,unjustified,2.7627939700459403,0.4515561732198879,4.871848748532654e-08,13,7.794957997652246e-07,True
Venezuela,unjustified,-0.1678154466080789,0.425435346618194,0.45440373882774987,13,0.45440373882774987,False
Japan,unjustified,-0.31725862781983355,0.4125947542295034,0.1576473238657529,13,0.180168370132289,False
Australia,unjustified,-0.8165759137762721,0.302814402666384,0.00019289507845888587,13,0.0005143868758903623,True
Canada,unjustified,-1.2542639830371294,0.31621034267792913,5.032745601710437e-06,13,2.0130982406841747e-05,True
France,unjustified,-1.3464911336458139,0.5927339071509687,0.0007894727239308985,13,0.0014035070647660417,True
Indonesia,unjustified,-1.927915284287128,0.46315727801279766,3.073596341881042e-06,13,1.6392513823365557e-05,True
