country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Canada,justified,0.6640665879063595,0.1311267731700936,3.8801571954178084e-07,13,3.1041257563342467e-06,True
Australia,justified,0.5974518410245727,0.08295423023089007,7.76649617462796e-09,13,1.2426393879404735e-07,True
France,justified,0.48423191376108665,0.17059535878273244,0.00012310665985180202,13,0.00032828442627147204,True
USA,justified,0.1252350693237556,0.1544465710435393,0.1379796266531796,13,0.1576910018893481,False
Indonesia,justified,0.07107085926706298,0.19247107662934546,0.48309652070385367,13,0.48309652070385367,False
Japan,justified,-0.13225855106776138,0.08269477821945724,0.008615647118772322,13,0.015316705988928573,True
China,justified,-0.8919761446313148,0.2299835833161185,6.316863511662744e-06,13,2.5267454046650976e-05,True
Venezuela,justified,-0.9178215755837614,0.21482258227274076,2.347973062075155e-06,13,1.2522522997734158e-05,True
China,unjustified,0.7904054695849205,0.3318378652150381,0.0005428638716857013,13,0.0012408317067101743,True
Venezuela,unjustified,0.2777954947005351,0.23462439998886148,0.03872213254010116,13,0.05162951005346821,False
USA,unjustified,0.2514410843201839,0.18629400293013068,0.021359221090398915,13,0.03417475374463826,True
Japan,unjustified,0.13816187296481586,0.16049139004084428,0.11734380607649929,13,0.1444231459403068,False
France,unjustified,-0.1754439762490838,0.24034456644808544,0.1780268117890059,13,0.18989526590827296,False
Indonesia,unjustified,-0.2291911937496081,0.17630788402385653,0.025564280412227875,13,0.03718440787233145,True
Canada,unjustified,-0.4986836119415404,0.2464941595591775,0.0018753637635464115,13,0.003750727527092823,True
Australia,unjustified,-0.554485139630223,0.16209600713136826,2.181555906795832e-05,13,6.980978901746662e-05,True
