country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Australia,justified,0.9147615777080063,0.11335852550755005,2.116839473931524e-09,13,1.0027424804355218e-08,True
Indonesia,justified,0.7523139063317635,0.12054765333096641,3.905761177216226e-08,13,1.0415363139243269e-07,True
Japan,justified,0.005736729788069078,0.053330215310288774,0.836552198086165,13,0.836552198086165,False
Canada,justified,-0.023502910779696497,0.07429516553073479,0.5468279037988861,13,0.5832830973854786,False
France,justified,-0.171216804029304,0.09291949137948419,0.0035693495938915565,13,0.004393045654020377,True
USA,justified,-0.39015383797749864,0.10594647549442673,1.0604375975162911e-05,13,1.6967001560260658e-05,True
China,justified,-0.3940263605442177,0.10019344514571545,5.490191853401269e-06,13,9.760341072713366e-06,True
Venezuela,justified,-0.6939123004971219,0.08726634964884754,2.5068562010888044e-09,13,1.0027424804355218e-08,True
Australia,unjustified,0.8150459101909995,0.09546537080829166,1.1059634699587883e-09,13,9.967843799905599e-09,True
Indonesia,unjustified,0.33015784438775514,0.06098926920909,1.8815598756339016e-07,13,4.300708287163204e-07,True
China,unjustified,0.17103436927655677,0.06503428119455504,0.00023914948096273199,13,0.000318865974616976,True
USA,unjustified,-0.08163827430010466,0.10483510838414704,0.15284902071319093,13,0.17468459510078962,False
Venezuela,unjustified,-0.18501796752354788,0.05261245856213599,1.6684660386985156e-05,13,2.4268596926523865e-05,True
France,unjustified,-0.27830242673992667,0.060802542454935306,1.1420637943835058e-06,13,2.2841275887670116e-06,True
Japan,unjustified,-0.3549485298927263,0.04200648811478987,1.2459804749881999e-09,13,9.967843799905599e-09,True
Canada,unjustified,-0.4163309253990058,0.05923643792540429,1.0249949770804387e-08,13,3.279983926657404e-08,True
