country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Japan,justified,0.3468068138109181,0.11154051133390341,5.384029621847579e-05,13,0.00010768059243695157,True
France,justified,0.34120063962786035,0.12950832396625628,0.00023555687956223402,13,0.00037689100729957443,True
Canada,justified,0.28431942306826224,0.08828057377510563,3.875065831787679e-05,13,8.857293329800408e-05,True
Australia,justified,0.26515467048030905,0.08770031202853429,6.968024009167259e-05,13,0.00012387598238519572,True
USA,justified,0.11912182546029128,0.0894369503459057,0.02277890565183341,13,0.026033035030666753,True
China,justified,-0.2987476209645538,0.1847033619472542,0.008066729301861817,13,0.009928282217676082,True
Indonesia,justified,-0.5224895643660091,0.047805652627225116,6.247099761405501e-11,13,9.995359618248802e-10,True
Venezuela,justified,-0.5353661871170782,0.07221585535825405,5.588735145305162e-09,13,2.9806587441627534e-08,True
Japan,unjustified,0.7023517079033603,0.08833804705229317,2.5102317513822656e-09,13,2.0081854011058125e-08,True
Indonesia,unjustified,0.2739669220117326,0.11683283923015576,0.0006150654389666825,13,0.0008946406384969927,True
Australia,unjustified,0.25201990031343474,0.11284450547069459,0.0009004968177125274,13,0.0012006624236167033,True
China,unjustified,-0.02831722670444832,0.15612201434487297,0.7283838761237189,13,0.7283838761237189,False
Canada,unjustified,-0.11635339339891654,0.08899070011699678,0.024879568511910203,13,0.026538206412704216,True
France,unjustified,-0.2874985084333904,0.056630509750691754,3.778833005500579e-07,13,1.5115332022002316e-06,True
Venezuela,unjustified,-0.35204668131010125,0.0933269758895516,8.347697872419202e-06,13,2.226052765978454e-05,True
USA,unjustified,-0.444122720381671,0.11085895187827094,4.548758898103823e-06,13,1.4556028473932233e-05,True
