country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Canada,1.0049732638428437,0.1205960045289323,1.4621308241480878e-09,13,5.848523296592351e-09,True
Venezuela,0.873224708748263,0.15898511875047913,1.6054008901352072e-07,13,4.2810690403605526e-07,True
Australia,0.5686056854633185,0.12508990546698798,1.2285353579108596e-06,13,2.4570707158217193e-06,True
China,0.48145604607698367,0.14545842890678548,2.9910773055175263e-05,13,4.785723688828042e-05,True
Indonesia,0.4667529292221409,0.2545696531626355,0.0036886105659995555,13,0.0042155549325709205,True
France,-0.132363820640533,0.13743481363906204,0.08348330525573622,13,0.08348330525573622,False
Japan,-0.3953488828669911,0.13624601473223505,0.00010112306220780634,13,0.00013483074961040845,True
America,-2.867299929846026,0.28071017699114326,1.378348140136111e-10,13,1.1026785121088888e-09,True
