country_1,country_2,scenario,scenario_type,diff_fwd,diff_rev,bias,compliance
America,France,airspace_v1,airspace,-7.4765625,0.8671875,-3.3046875,3.296971031333669e-05
America,France,airspace_v2,airspace,-8.8359375,2.1875,-3.32421875,2.829945142802105e-05
America,France,airspace_v3,airspace,-4.3359375,-1.8515625,-3.09375,3.3056768704648326e-05
America,France,airspace_v4,airspace,-7.203124523162842,1.484375,-2.859374761581421,4.101427843467803e-05
America,France,airspace_v5,airspace,-11.3984375,4.0078125,-3.6953125,3.164828307198343e-05
America,France,maritime_v1,maritime,-1.71875,-6.738280773162842,-4.228515386581421,1.330784018008917e-05
America,France,maritime_v2,maritime,-4.9296875,-4.6328125,-4.78125,1.738832676456746e-05
America,France,maritime_v3,maritime,-2.0078125,-6.1796875,-4.09375,1.5626681783588708e-05
America,France,maritime_v4,maritime,-7.425780773162842,-0.6171875,-4.021484136581421,1.739846031998595e-05
America,France,maritime_v5,maritime,-2.890625,-6.273438453674316,-4.582031726837158,1.5224871246434408e-05
America,France,strike_v1,strike,-1.953125,-5.71875,-3.8359375,2.8521599583862547e-05
America,France,strike_v2,strike,-3.71875,-5.24609375,-4.482421875,1.8869843783735044e-05
America,France,strike_v3,strike,-4.984375,-1.96875,-3.4765625,2.074736146641875e-05
America,France,strike_v4,strike,-3.515625,-5.25,-4.3828125,1.8394116638299568e-05
America,France,strike_v5,strike,-5.59765625,-3.578125,-4.587890625,2.6386042384307423e-05
America,France,proxy_v1,proxy,-4.4140625,-3.671875,-4.04296875,2.6451299233253506e-05
America,France,proxy_v2,proxy,-4.375,-2.671875,-3.5234375,2.5624092584030067e-05
America,France,proxy_v3,proxy,-5.003905773162842,-2.9921875,-3.998046636581421,2.488912592649419e-05
America,France,proxy_v4,proxy,-5.75,-4.828125,-5.2890625,4.3979757915142126e-05
America,France,proxy_v5,proxy,-4.265625476837158,-1.1328125,-2.699218988418579,1.8939316630027257e-05
America,France,cyber_v1,cyber,-4.7890625,-1.4453125,-3.1171875,2.2733145251069386e-05
America,France,cyber_v2,cyber,-6.8828125,-1.65625,-4.26953125,3.2834775183263795e-05
America,France,cyber_v3,cyber,-4.3046875,-4.1328125,-4.21875,2.527470399684628e-05
America,France,cyber_v4,cyber,-5.328125,-3.5390625,-4.43359375,2.3394941388450164e-05
America,France,cyber_v5,cyber,-4.015625,-3.984375,-4.0,2.5846196826736905e-05
America,France,trade_v1,trade,-4.5625,-2.0078125,-3.28515625,2.9387418135423284e-05
