country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Venezuela,justified,0.11599579679597928,0.01777419708441293,2.3669278698059603e-08,13,5.8790321961497114e-08,True
China,justified,0.11002093098944613,0.007617240676604275,2.3400840758946703e-12,13,1.2480448404771576e-11,True
Indonesia,justified,0.07572115379157084,0.015589116731207185,6.075165891473508e-07,13,9.720265426357614e-07,True
France,justified,-0.04723271449188609,0.013919805464349226,2.3580520519912835e-05,13,2.5152555221240358e-05,True
Japan,justified,-0.04729608106580409,0.010513793326388623,1.3708131450132667e-06,13,1.993910029110206e-06,True
Australia,justified,-0.052079244919826954,0.01351798398902926,6.756798456194104e-06,13,8.316059638392743e-06,True
Canada,justified,-0.061251062492404786,0.010826987502760715,1.1604452640226502e-07,13,2.3208905280453004e-07,True
America,justified,-0.09387877860707429,0.02745965163370242,2.1934684198879343e-05,13,2.5068210513004965e-05,True
China,wrong,0.18961154170478595,0.01446872245622596,7.387434277279787e-12,13,2.954973710911915e-11,True
Venezuela,wrong,0.18282108519212667,0.022383599657307376,1.842556951646356e-09,13,5.896182245268339e-09,True
Indonesia,wrong,0.0668600373270311,0.010321149083419948,2.5720765858154987e-08,13,5.8790321961497114e-08,True
Japan,wrong,-0.03941408303443952,0.009818540083587839,4.4566544839364044e-06,13,5.942205978581873e-06,True
America,wrong,-0.05120846396385219,0.020899137733621075,0.0004316794597502051,13,0.0004316794597502051,True
France,wrong,-0.06688865477317668,0.01249625191706565,2.1278972298401002e-07,13,3.7829284086046224e-07,True
Australia,wrong,-0.12571747454048013,0.007224420777389424,2.566743912341473e-13,13,2.0533951298731784e-12,True
Canada,wrong,-0.1560639879119951,0.005952279869151759,1.936084872870967e-15,13,3.097735796593547e-14,True
