country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
France,0.943028230073875,0.061030466637999575,1.0522949664505671e-12,13,8.418359731604537e-12,True
Canada,0.5755484299563662,0.10547294697380799,1.7240534089061187e-07,13,4.5974757570829834e-07,True
China,0.3791730036166623,0.0827766116364246,1.1328181076289858e-06,13,1.5104241435053144e-06,True
America,0.33319126892969414,0.07487487247177475,1.535980380027023e-06,13,1.755406148602312e-06,True
Australia,-0.11515261317846479,0.06357996232865494,0.003997771803089652,13,0.003997771803089652,True
Japan,-0.3485495164124894,0.06758739345115042,3.189300098390242e-07,13,6.378600196780484e-07,True
Venezuela,-0.5156198858372645,0.10623914060464333,6.127845117620451e-07,13,9.80455218819272e-07,True
Indonesia,-1.251618917148379,0.09721390834275555,9.10386851990842e-12,13,3.641547407963368e-11,True
