country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
France,0.9800803714369929,0.10945444491938987,6.375194885353183e-10,13,5.1001559082825465e-09,True
Indonesia,0.5231656421235192,0.1883472330272831,0.00014904516488921835,13,0.0002605492586333586,True
Japan,0.2551194063223574,0.0927802597435915,0.00016284328664584912,13,0.0002605492586333586,True
America,0.23171156267418658,0.1630938666701347,0.016508354016740126,13,0.01886669030484586,True
Venezuela,-0.08148088273048901,0.188001837943917,0.41224500710609213,13,0.41224500710609213,False
Australia,-0.25647771183824364,0.15902911184894614,0.00820509290234794,13,0.010940123869797253,True
China,-0.8073647360973867,0.1411570258591353,1.0284046858079668e-07,13,2.7424124954879114e-07,True
Canada,-0.8447536518909368,0.1344528438088082,3.623021508358479e-08,13,1.4492086033433915e-07,True
