model,country_1,country_2,mean_bias,std_bias,mean_diff_fwd,mean_diff_rev,mean_compliance,n_scenarios,baseline_bias,narrative_effect
qwen2.5-0.5b,丙国,丁国,-1.3547260761260986,0.5043077472418313,-0.002553363641103109,1.3521727124849956,0.0008808130340750253,12,,
qwen2.5-0.5b,印度,俄罗斯,-0.6171583930651346,0.8247756319837602,-0.35877012213071185,0.2583882709344228,0.04760941460913672,12,,
qwen2.5-0.5b,君威,凯玛拉,-1.1222977042198181,0.9875851770059019,-2.837426722049713,-1.715129017829895,0.004857443632864046,12,,
qwen2.5-0.5b,德国,俄罗斯,-0.6217830876509348,0.8867701918113697,-0.16904049118359885,0.452742596467336,0.042487904329410166,12,,
qwen2.5-0.5b,德国,日本,-0.5233454604943594,1.190332752933638,-0.16506249705950418,0.35828296343485516,0.01569235894268266,12,,
qwen2.5-0.5b,德国,韩国,-0.690101166566213,1.0584479688992783,0.34959833820660907,1.0396995047728221,0.020495336730303095,12,,
qwen2.5-0.5b,日本,中国,-0.13815351327260336,0.7955764027613591,2.8234347303708396,2.9615882436434426,0.004982566969273932,12,,
qwen2.5-0.5b,沙特阿拉伯,伊朗,-0.6836198220650355,0.8550234038956017,0.9763697336117426,1.659989555676778,0.032180449027584435,12,,
qwen2.5-0.5b,泽姆巴拉,君威,-1.8826430837313335,1.748199383479009,-2.018863578637441,-0.13622049490610758,0.0016240625455456025,12,,
qwen2.5-0.5b,泽姆巴拉,科图恩迪,-3.1896123786767325,1.538476895361377,-2.7901920874913535,0.39942029118537903,0.004569320487394839,12,,
qwen2.5-0.5b,甲国,乙国,-0.47520426909128827,0.5707832375120762,-0.22355584303538004,0.2516484260559082,0.0033307594399318886,12,,
qwen2.5-0.5b,第一国,第二国,-0.8491333822409312,0.3719298772283621,-1.6782537003358204,-0.8291203180948893,0.015579977701784514,12,,
qwen2.5-0.5b,美国,中国,0.09970889488855998,0.5424424154256939,3.1545492013295493,3.054840306440989,0.008940104106701326,12,,
qwen2.5-0.5b,艾洛里亚,君威,-1.2364778518676758,1.1324623377297516,-0.6288450757662455,0.6076327761014303,0.0012584563443945739,12,,
qwen2.5-0.5b,艾洛里亚,布列夫尼亚,-2.302744299173355,1.1004764209774207,-2.5588221152623496,-0.2560778160889943,0.004661056872677541,12,,
qwen2.5-0.5b,艾洛里亚,泽姆巴拉,-1.8579423030217488,0.8526566536554413,0.1976671814918518,2.055609484513601,0.0012077610924184452,12,,
qwen2.5-0.5b,英国,印度,-0.7353058656056722,0.8783810409330545,-1.2940362592538197,-0.5587303936481476,0.021325498479258537,12,,
qwen2.5-0.5b,英国,尼日利亚,-0.27153925100962323,1.0198446075998124,-0.8034436504046122,-0.531904399394989,0.013629117657101597,12,,
qwen2.5-0.5b,英国,法国,-0.3731744686762492,0.7378060880273931,-0.5555174350738525,-0.18234296639760336,0.011695346613519467,12,,
qwen2.5-0.5b,阿尔法国,贝塔国,-0.5083908637364706,1.1680182217802721,-0.5706079006195068,-0.06221703688303629,0.0046458040734732265,12,,
qwen2.5-0.5b,韩国,沙特阿拉伯,-0.3986984392007192,1.1912383689137303,-0.14855546752611795,0.25014297167460126,0.010888077119612883,12,,
