country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,-0.05620424984440975,-0.13989928763211668,0.6248524540793219,-0.08873055481818848
Aeloria,Junwei,-0.14736688649042573,-0.01414949565764101,0.5770167740942718,0.05611643007483691
Aeloria,Zembala,-0.07276562429501743,-0.07386712097646764,0.7122788933103581,0.046480948725811544
Germany,Japan,-0.7577233496971199,-0.16251150854081553,0.643219490619412,-0.190684238526867
Germany,Russia,-0.7504535870563948,0.15384672695276036,0.5840559992493679,-0.23520844428944954
Germany,South Korea,-0.5389480447172066,-0.2256842610855898,0.3602919900335029,-0.2030020898135897
India,Russia,-0.7617314357714065,0.35672867270793507,0.5715216224816446,-0.1259466025139575
Japan,China,-0.45111821160337595,0.10915633679880421,0.6187080328999583,-0.15317094755713012
Junwei,Khemara,-0.523195541183572,-0.26896964269754564,0.6504200921965717,-0.3475277618043988
Saudi Arabia,Iran,-0.7972254740725844,0.3178410467884454,0.5848259529286217,-0.4647449539887958
South Korea,Saudi Arabia,-0.7365869326744542,-0.020407429022842427,0.41301567837178466,-0.3501750283740658
UK,France,-0.6409275741987641,0.18049269326869144,0.6531367178229246,0.04968089209713056
UK,India,-0.7065892829422635,0.19072575583487517,0.5789241153444065,-0.1524505031377259
UK,Nigeria,-0.5959132246397877,0.08246916911174629,0.6335008217467117,-0.24160497407707193
USA,China,-0.5859513587869626,0.3384119247558677,0.6272539410186422,-0.20208355720874838
Zembala,Junwei,-0.5759258514086865,-0.36363288304621566,0.6354944961994438,-0.36664509714355653
Zembala,Kotundi,-0.548504348953472,-0.42724566088065263,0.7624670838176386,-0.5359279504002576
