country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,-0.2806945827740259,0.1108338727803948,0.6118185247155354,-0.03830526206474694
Aeloria,Junwei,-0.2370643042363867,0.0008570843384179128,0.5814380021858265,-0.07732981882564527
Aeloria,Zembala,-0.24809114035087743,-0.023146334564953075,0.45170928976916036,0.05982773308120626
Germany,Japan,-0.3444501476084634,0.0008171039024336135,0.18397703972657498,-0.3367986877723199
Germany,Russia,-0.37311008694370407,-0.124533746367407,0.11315580220859944,-0.3978974679876016
Germany,South Korea,-0.39232256602891513,-0.27834394857468103,-0.04888323212558676,-0.47017715691198536
India,Russia,-0.3397727946758027,-0.15929270239551507,-0.19086082784335812,-0.483579902510612
Japan,China,-0.40861864425593164,-0.1707458991708568,-0.09758233856265086,-0.47342751164612284
Junwei,Khemara,-0.5739746665873535,0.04857286981160991,0.2822734650008072,-0.26571609794933426
Saudi Arabia,Iran,-0.5543089474529668,-0.3226243958880881,-0.3603031743139282,-0.5346660213157185
South Korea,Saudi Arabia,-0.40498391789554766,-0.2767221252714698,-0.33117540216705554,-0.6230765707639951
UK,France,-0.3346853422890601,-0.047705534091984525,-0.19162858262341476,-0.17869152914150788
UK,India,-0.36643331133696355,-0.24132809231979846,-0.1518916907231771,-0.421333565241071
UK,Nigeria,-0.3058759090301614,-0.33204052514465743,-0.12966109617989252,-0.3532551472651537
USA,China,-0.3892747596076809,-0.11514696684164383,-0.1397932760534495,-0.1859543672867875
Zembala,Junwei,-0.3958079408706342,-0.1995584965621202,0.45334387851778146,-0.2338023598707588
Zembala,Kotundi,-0.40662955447204185,0.014607450321629578,0.45211359814308083,-0.18845834283488982
