country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,-0.5635524576831771,-0.05896111860321285,0.8546454020948429,-0.7139757472298949
Aeloria,Junwei,-0.5199167825728387,-0.025403562845122796,0.8824329682406957,-0.6189851428784523
Aeloria,Zembala,-0.5634410418229066,0.05120819242672825,0.8789088024149403,-0.6082754391391981
Germany,Japan,-0.2920167478769484,0.4770424076339186,0.861309231674972,-0.2390333742522257
Germany,Russia,-0.640497405680921,0.5675196659322592,0.710952612839951,-0.15920435346795703
Germany,South Korea,-0.44633897276930556,0.37858041875816495,0.6231460325666776,-0.5825565164898889
India,Russia,-0.6442147499270597,0.4985420139529073,0.5352215152604467,-0.4903621060222808
Japan,China,-0.5218885042097741,0.5033809864349208,0.7926613654094012,-0.33280457506206085
Junwei,Khemara,-0.732659034776401,0.18144750667268328,0.9117636421657092,-0.7788658986865742
Saudi Arabia,Iran,-0.5237371334230423,0.5581980049658926,0.7502485686416263,-0.2994912941985839
South Korea,Saudi Arabia,-0.6027200650398428,0.5366724480306093,0.765465189238816,-0.5174922438077646
UK,France,-0.2519170699515647,0.4384178224814339,0.6575197590935851,0.057285391730220736
UK,India,-0.5646115344768464,0.4181575862791571,0.582724287483088,-0.23061300172262222
UK,Nigeria,-0.20205265305962827,0.4457374573944888,0.7089146278054097,-0.4426961881974516
USA,China,-0.5460631807256346,0.4895458345763106,0.6088014721677588,-0.33391172451216466
Zembala,Junwei,-0.5926177188301538,0.34129530859376245,0.9207929505318124,-0.7582809317090493
Zembala,Kotundi,-0.5798594488001025,0.2641208488866891,0.9213986828056195,-0.73497375719344
