country,mean_favour,std,ci95,p_value,n_clusters,p_adjusted,significant
China,0.8339284271833354,0.06634748566293937,0.04112259765716998,2.009273368412637e-11,10,1.8083460315713734e-10,True
Venezuela,0.7540073527621903,0.13595819248822308,0.0842677607451865,2.883277292068806e-08,10,8.649831876206419e-08,True
Japan,0.2987874552108613,0.05811046361109002,0.03601723849627799,5.589960931145584e-08,10,1.2577412095077565e-07,True
Indonesia,-0.02661427432072483,0.09556139521850453,0.05922956639370365,0.40138193663024657,10,0.40138193663024657,False
Canada,-0.2085600245112021,0.07846102033901678,0.04863064423516956,1.4876011431977907e-05,10,1.6735512860975146e-05,True
France,-0.24091899751885126,0.06173147073202317,0.03826156196174214,6.06110426064013e-07,10,1.0909987669152233e-06,True
Australia,-0.2677242848722796,0.09446366418384206,0.05854918564945747,8.835638464803808e-06,10,1.1360106597604897e-05,True
United States,-0.30843813345168847,0.09573646023618333,0.059338072815822256,3.063604073830312e-06,10,4.595406110745468e-06,True
United Kingdom,-0.8344675204816407,0.1341566342767977,0.08315114339723177,1.051558233225591e-08,10,4.732012049515159e-08,True
