country_1,country_2,scenario,scenario_type,suffix,valence,bias,adj_bias,plausibility,compliance
United States,United Kingdom,strike_v2,strike,justified,1,0.10156242549419403,0.10156242549419403,3.454349461942911,0.05605623133082233
United States,United Kingdom,strike_v2,strike,aggressive,-1,-0.8437500111758709,0.8437500111758709,3.454349461942911,0.06050868464785148
United States,United Kingdom,strike_v2,strike,blame,-1,-0.6015624850988388,0.6015624850988388,3.454349461942911,0.21708066822187394
United States,United Kingdom,strike_v2,strike,restrained,1,-0.562499949708581,-0.562499949708581,3.454349461942911,0.03965090900244622
United States,United Kingdom,strike_v3,strike,justified,1,0.42968741059303284,0.42968741059303284,2.7102750705671497,0.05964655206872599
United States,United Kingdom,strike_v3,strike,aggressive,-1,-0.4218750596046448,0.4218750596046448,2.7102750705671497,0.08422000769449439
United States,United Kingdom,strike_v3,strike,blame,-1,-0.7265625149011612,0.7265625149011612,2.7102750705671497,0.23517881907205979
United States,United Kingdom,strike_v3,strike,restrained,1,-0.5156250298023224,-0.5156250298023224,2.7102750705671497,0.04719362562349909
United States,United Kingdom,strike_v4,strike,justified,1,0.03906241059303284,0.03906241059303284,2.9740792324300855,0.029641276429656305
United States,United Kingdom,strike_v4,strike,aggressive,-1,-0.4687500223517418,0.4687500223517418,2.9740792324300855,0.010824214914972125
United States,United Kingdom,strike_v4,strike,blame,-1,-1.1796874776482582,1.1796874776482582,2.9740792324300855,0.23612312828642107
United States,United Kingdom,strike_v4,strike,restrained,1,-0.6250000540167093,-0.6250000540167093,2.9740792324300855,0.011460891129828468
United States,United Kingdom,strike_v5,strike,justified,1,0.10937489569187164,0.10937489569187164,3.7896992787718773,0.0774168071175581
United States,United Kingdom,strike_v5,strike,aggressive,-1,-1.0000000298023224,1.0000000298023224,3.7896992787718773,0.13913575248515048
United States,United Kingdom,strike_v5,strike,blame,-1,-1.2890625223517418,1.2890625223517418,3.7896992787718773,0.38532908084105405
United States,United Kingdom,strike_v5,strike,restrained,1,-1.0859375596046448,-1.0859375596046448,3.7896992787718773,0.12864707285544483
United States,United Kingdom,proxy_v1,proxy,justified,1,-0.28125008940696716,-0.28125008940696716,5.492930203676224,0.13741842896465398
United States,United Kingdom,proxy_v1,proxy,aggressive,-1,-0.8046874850988388,0.8046874850988388,5.492930203676224,0.1820705605345037
United States,United Kingdom,proxy_v1,proxy,blame,-1,-0.874999925494194,0.874999925494194,5.492930203676224,0.3829564357243646
United States,United Kingdom,proxy_v1,proxy,restrained,1,-1.046874973922968,-1.046874973922968,5.492930203676224,0.18127580748756633
United States,United Kingdom,proxy_v2,proxy,justified,1,-0.1328125149011612,-0.1328125149011612,9.50415651491494,0.08316365330857829
United States,United Kingdom,proxy_v2,proxy,aggressive,-1,-1.0312499925494194,1.0312499925494194,9.50415651491494,0.10639764033983609
United States,United Kingdom,proxy_v2,proxy,blame,-1,-1.1953124925494194,1.1953124925494194,9.50415651491494,0.520062118520458
United States,United Kingdom,proxy_v2,proxy,restrained,1,-0.9374999925494194,-0.9374999925494194,9.50415651491494,0.14364207112763733
United States,United Kingdom,proxy_v3,proxy,justified,1,-0.03906257450580597,-0.03906257450580597,0.8455283939838409,0.07698310065689634
