country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Indonesia,justified,0.43779434977086623,0.08399735891507719,2.842990229485719e-07,13,2.274392183588575e-06,True
Canada,justified,0.3856813769460051,0.09209315483776431,2.8868529223693305e-06,13,1.1547411689477322e-05,True
Australia,justified,0.14728463470276928,0.06272979951828066,0.0006089012522987319,13,0.0010824911151977458,True
Japan,justified,0.05090389506767583,0.08014132307839726,0.23691562706735256,13,0.29158846408289546,False
France,justified,-0.02098050849411826,0.04135863679193888,0.33971640871080805,13,0.3882473242409235,False
China,justified,-0.32296776968824,0.11473539411715476,0.0001325522969154527,13,0.0003029766786638919,True
Venezuela,justified,-0.3364730519703129,0.09786894820969727,2.077976430731132e-05,13,6.649524578339623e-05,True
USA,justified,-0.3412429263346455,0.10260885144051812,2.8587970048494628e-05,13,7.623458679598568e-05,True
China,unjustified,0.35256614570258826,0.055525525457460694,3.2190782127416424e-08,13,5.150525140386628e-07,True
Japan,unjustified,0.0611468140632382,0.05022757900174608,0.03437904210755421,13,0.05000587942916976,False
USA,unjustified,-0.019275739370864266,0.05240057252799601,0.4847238811849178,13,0.4847238811849178,False
Venezuela,unjustified,-0.02894427127500656,0.06104791989986194,0.37105911006681985,13,0.3957963840712745,False
France,unjustified,-0.03239264392134627,0.03464042334921894,0.0917439217408817,13,0.12232522898784226,False
Indonesia,unjustified,-0.06925161914974995,0.04206290029371597,0.007260811711363739,13,0.011617298738181982,True
Australia,unjustified,-0.08816351151958396,0.033457107344358916,0.00023514855292468539,13,0.00047029710584937077,True
Canada,unjustified,-0.17568517452927546,0.04054592727921152,2.0287174029735805e-06,13,1.081982614919243e-05,True
