country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Canada,justified,0.332231322711778,0.09610420190472699,1.9700990276973166e-05,13,9.21598644610201e-05,True
France,justified,0.31964631783413594,0.09618940604800416,2.879995764406878e-05,13,9.21598644610201e-05,True
Indonesia,justified,0.08747441207651098,0.13246260467505638,0.21990662507494563,13,0.2620440986425741,False
Australia,justified,0.055574852707480846,0.08599086251552615,0.22928858631225235,13,0.2620440986425741,False
China,justified,-0.0611468951932039,0.18339576927228116,0.5257624563228331,13,0.5257624563228331,False
Japan,justified,-0.1338038801341675,0.07304634090491545,0.0037116546957061593,13,0.005398770466481686,True
USA,justified,-0.21759118639650452,0.12130190732073708,0.004255857492546876,13,0.005674476656729168,True
Venezuela,justified,-0.38238494360602987,0.11421143816041286,2.681398351245228e-05,13,9.21598644610201e-05,True
Venezuela,unjustified,1.0955871203110645,0.19345556336181505,1.147000654588336e-07,13,1.8352010473413377e-06,True
China,unjustified,0.4502300225127574,0.17901470377148365,0.0003481936961051855,13,0.000696387392210371,True
Japan,unjustified,0.2679244067331052,0.10995959218807222,0.0004518732574046051,13,0.0007887372946280485,True
Indonesia,unjustified,-0.05227564522695842,0.12555911135407494,0.4303827911144725,13,0.45907497718877066,False
Australia,unjustified,-0.30567625789790337,0.10375618081663263,8.820050469112e-05,13,0.00020160115357970284,True
Canada,unjustified,-0.40293421941714674,0.1285352640642177,4.9896446978571666e-05,13,0.00013305719194285778,True
USA,unjustified,-0.43036412406725827,0.17853128425124543,0.0004929608091425303,13,0.0007887372946280485,True
France,unjustified,-0.6224913029476602,0.12497116796067766,4.638366126626927e-07,13,3.7106929013015415e-06,True
