country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
China,justified,0.4435065501276453,0.03720780250232411,2.2568805054342685e-11,13,1.8055044043474148e-10,True
Canada,justified,0.2575886620082885,0.03524531784994778,6.574558822346186e-09,13,3.5064313719179656e-08,True
Japan,justified,0.15819801328570227,0.06092395829150604,0.00026644209098245354,13,0.00047367482841325075,True
France,justified,0.12212090926417377,0.04245739572653793,0.00010941147005375562,13,0.00021882294010751123,True
Australia,justified,0.040559789636632905,0.05433461194457378,0.16913383041347588,13,0.20816471435504724,False
USA,justified,-0.015422642386939002,0.048777554917743826,0.5470299535098448,13,0.5834986170771679,False
Indonesia,justified,-0.36452097982589265,0.05339188669549092,1.4235169042121684e-08,13,4.555254093478939e-08,True
Venezuela,justified,-0.642030302109611,0.053254327605271115,1.9745283520568415e-11,13,1.8055044043474148e-10,True
China,unjustified,0.36465181535853564,0.07393959726231404,5.161687402511832e-07,13,1.1798142634312758e-06,True
USA,unjustified,0.1426189996259241,0.05821926546367913,0.00043251444244810333,13,0.0006920231079169653,True
France,unjustified,0.07472977471064672,0.032092116716938165,0.000650134089075116,13,0.0009456495841092597,True
Canada,unjustified,0.07445994264352142,0.053620438614849456,0.018547586589292835,13,0.024730115452390445,True
Australia,unjustified,0.021437358506869918,0.054206585577674805,0.4532663381224702,13,0.5180186721399659,False
Japan,unjustified,-0.012202174048471178,0.0425988364701168,0.5848371935694093,13,0.5848371935694093,False
Venezuela,unjustified,-0.28646855364289975,0.040716352969670494,1.012803488124281e-08,13,4.051213952497124e-08,True
Indonesia,unjustified,-0.37922716315412697,0.05919538440993568,2.913667164684137e-08,13,7.769779105824366e-08,True
