country_1,country_2,scenario,scenario_type,question,diff_fwd,diff_rev,bias,compliance
USA,France,airspace_v1,airspace,justified,-0.8359375149011612,0.7109374850988388,-0.0625000149011612,0.9945565938556161
USA,France,airspace_v1,airspace,unjustified,-0.0859375,0.2890624850988388,0.1015624925494194,0.9953743851012813
USA,France,airspace_v2,airspace,justified,-1.0468749850988388,0.875,-0.0859374925494194,0.9946171115279898
USA,France,airspace_v2,airspace,unjustified,0.2734374850988388,0.0859375,0.1796874925494194,0.9951004297331953
USA,France,airspace_v3,airspace,justified,-0.6640624850988388,0.4375,-0.1132812425494194,0.994572903878465
USA,France,airspace_v3,airspace,unjustified,0.1875,-0.1015625,0.04296875,0.9955533188843855
USA,France,airspace_v4,airspace,justified,-0.8671874925494194,0.8593749701976776,-0.003906261175870895,0.9941792376982113
USA,France,airspace_v4,airspace,unjustified,0.15625,0.125,0.140625,0.9955042851201734
USA,France,airspace_v5,airspace,justified,-0.7187499701976776,0.5390625,-0.0898437350988388,0.9951626681127134
USA,France,airspace_v5,airspace,unjustified,0.03125,0.078125,0.0546875,0.9957412413605897
USA,France,maritime_v1,maritime,justified,0.109375,-0.3593749850988388,-0.1249999925494194,0.9953166000883451
USA,France,maritime_v1,maritime,unjustified,0.5625000149011612,-0.4765625149011612,0.04296875,0.9965790764727448
USA,France,maritime_v2,maritime,justified,-0.1406249850988388,-0.2109375298023224,-0.1757812574505806,0.9949565747905191
USA,France,maritime_v2,maritime,unjustified,0.3203125,-0.2578125,0.03125,0.9964056191716522
USA,France,maritime_v3,maritime,justified,0.109375,-0.3750000149011612,-0.1328125074505806,0.9955406829747262
USA,France,maritime_v3,maritime,unjustified,0.046875,0.1640625,0.10546875,0.9965880213980434
USA,France,maritime_v4,maritime,justified,0.2343750298023224,-0.53125,-0.1484374850988388,0.9931023769996846
USA,France,maritime_v4,maritime,unjustified,0.375,-0.34375,0.015625,0.993226638183974
USA,France,maritime_v5,maritime,justified,0.0937499850988388,-0.2968749701976776,-0.1015624925494194,0.9956590585720919
USA,France,maritime_v5,maritime,unjustified,0.328125,-0.1953125,0.06640625,0.9960014149496461
USA,France,strike_v1,strike,justified,0.265625,-0.6562499850988388,-0.1953124925494194,0.9941450171645086
USA,France,strike_v1,strike,unjustified,0.9765624552965164,-0.7109374552965164,0.1328125,0.9949727701154468
USA,France,strike_v2,strike,justified,-0.7265624850988388,0.5390625298023224,-0.09374997764825821,0.995303216384207
USA,France,strike_v2,strike,unjustified,1.0625000298023224,-1.2578124925494194,-0.09765623137354851,0.9953056734369543
USA,France,strike_v3,strike,justified,-0.0078125,-0.2499999850988388,-0.1289062425494194,0.9956434704102102
USA,France,strike_v3,strike,unjustified,0.6328125149011612,-0.6562499552965164,-0.011718720197677612,0.9961766572580832
USA,France,strike_v4,strike,justified,-0.2265625149011612,-0.2499999701976776,-0.2382812425494194,0.9953614993525625
USA,France,strike_v4,strike,unjustified,0.7890624850988388,-0.6562500298023224,0.06640622764825821,0.9956354469149893
USA,France,strike_v5,strike,justified,-0.7109374701976776,0.3593749850988388,-0.1757812425494194,0.9956383577980688
USA,France,strike_v5,strike,unjustified,0.4765625298023224,-0.5468750149011612,-0.0351562425494194,0.9953380212541605
USA,France,proxy_v1,proxy,justified,-0.6171875149011612,0.9921875521540642,0.1875000186264515,0.9945504981478802
USA,France,proxy_v1,proxy,unjustified,0.125,0.0234375,0.07421875,0.9960115474324882
USA,France,proxy_v2,proxy,justified,-0.7343750149011612,0.8515625447034836,0.058593764901161194,0.994671013503679
USA,France,proxy_v2,proxy,unjustified,0.078125,0.015625,0.046875,0.9960097865612311
USA,France,proxy_v3,proxy,justified,-0.4140625298023224,0.5156250149011612,0.0507812425494194,0.9958262133601576
USA,France,proxy_v3,proxy,unjustified,0.0234375,0.2890625149011612,0.1562500074505806,0.9966304548770513
USA,France,proxy_v4,proxy,justified,-0.6875000298023224,0.7421874850988388,0.02734372764825821,0.9950373526294529
USA,France,proxy_v4,proxy,unjustified,0.1640625,-0.0703125,0.046875,0.9963202847700138
USA,France,proxy_v5,proxy,justified,-0.7734375149011612,0.6796874850988388,-0.046875014901161194,0.9952419688082663
USA,France,proxy_v5,proxy,unjustified,0.1953125,-0.0625,0.06640625,0.9963840318421163
USA,France,cyber_v1,cyber,justified,-0.7421875149011612,0.5468749850988388,-0.0976562649011612,0.9944425012968416
USA,France,cyber_v1,cyber,unjustified,0.4453125,-0.125,0.16015625,0.9957278495828303
USA,France,cyber_v2,cyber,justified,-0.7109375149011612,0.1562499850988388,-0.2773437649011612,0.9956485441794881
USA,France,cyber_v2,cyber,unjustified,0.1796875,0.2734375149011612,0.2265625074505806,0.9965478061973756
USA,France,cyber_v3,cyber,justified,-0.6562500149011612,0.34375,-0.1562500074505806,0.9940149288151
USA,France,cyber_v3,cyber,unjustified,0.171875,0.0234375,0.09765625,0.9962227938913646
USA,France,cyber_v4,cyber,justified,-0.7968750149011612,0.4531249850988388,-0.1718750149011612,0.9955581077644438
USA,France,cyber_v4,cyber,unjustified,0.4062500298023224,-0.0625,0.1718750149011612,0.9960271043918868
USA,France,cyber_v5,cyber,justified,-0.7109375149011612,0.5078125,-0.1015625074505806,0.9935681483156023
USA,France,cyber_v5,cyber,unjustified,0.6328125149011612,-0.2265625,0.2031250074505806,0.9946535559255942
USA,France,trade_v1,trade,justified,-0.453125,0.1953125149011612,-0.1289062425494194,0.9948694938174251
USA,France,trade_v1,trade,unjustified,0.1015625,-0.0625,0.01953125,0.9961862460913719
USA,France,trade_v2,trade,justified,-0.2421875,-0.1328125,-0.1875,0.9955845447012603
USA,France,trade_v2,trade,unjustified,-0.1171875,0.171875,0.02734375,0.9965722476003681
USA,France,trade_v3,trade,justified,-0.46875,0.2421875149011612,-0.1132812425494194,0.9950751923995433
USA,France,trade_v3,trade,unjustified,-0.09375,-0.0703125,-0.08203125,0.9959704907936938
USA,France,trade_v4,trade,justified,-0.4062499850988388,0.015625,-0.1953124925494194,0.9950079283575621
USA,France,trade_v4,trade,unjustified,0.0859375,0.140625,0.11328125,0.9967425494898992
USA,France,trade_v5,trade,justified,-0.2265625,-0.015625,-0.12109375,0.9966732934142627
USA,France,trade_v5,trade,unjustified,0.203125,-0.1953125,0.00390625,0.9964240889161532
USA,France,border_v1,border,justified,-0.7812499701976776,0.7812499850988388,7.450580596923828e-09,0.9953296706579423
USA,France,border_v1,border,unjustified,0.3515625,-0.140625,0.10546875,0.9959655683755625
USA,France,border_v2,border,justified,-0.546875,0.5625,0.0078125,0.9949822743646229
USA,France,border_v2,border,unjustified,0.3046875,-0.1640625,0.0703125,0.9963286474654669
USA,France,border_v3,border,justified,-0.4843750149011612,0.2500000298023224,-0.1171874925494194,0.9953102281608877
USA,France,border_v3,border,unjustified,0.3515624701976776,-0.3359375,0.007812485098838806,0.9955106088562637
USA,France,border_v4,border,justified,-0.7656249850988388,0.5937499701976776,-0.0859375074505806,0.9965223922997357
USA,France,border_v4,border,unjustified,-0.0390625,0.21875,0.08984375,0.9956769157725461
USA,France,border_v5,border,justified,-0.5078124701976776,0.2343749701976776,-0.13671875,0.9956456120688332
USA,France,border_v5,border,unjustified,-0.0703125,0.2734375,0.1015625,0.9961182910334282
USA,France,espionage_v1,espionage,justified,-0.3046875149011612,0.4609374850988388,0.0781249850988388,0.9955355848798964
USA,France,espionage_v1,espionage,unjustified,0.265625,-0.2578125,0.00390625,0.9957211369175505
USA,France,espionage_v2,espionage,justified,-0.0625,-0.28125,-0.171875,0.9953465056287867
USA,France,espionage_v2,espionage,unjustified,-0.09375,0.109375,0.0078125,0.9958817545739862
USA,France,espionage_v3,espionage,justified,-0.7812499776482582,0.7031250223517418,-0.03906247764825821,0.9963767085792046
USA,France,espionage_v3,espionage,unjustified,0.0625,0.265625,0.1640625,0.9965131632002794
USA,France,espionage_v4,espionage,justified,-1.249999962747097,1.1484374701976776,-0.0507812462747097,0.9959470580048864
USA,France,espionage_v4,espionage,unjustified,0.3984375,-0.2890625,0.0546875,0.9958953729586677
USA,France,espionage_v5,espionage,justified,-0.8203125,0.8359375149011612,0.007812507450580597,0.9962214410117394
USA,France,espionage_v5,espionage,unjustified,0.421875,-0.5390625298023224,-0.058593764901161194,0.9947311401212544
USA,France,humanitarian_v1,humanitarian,justified,-0.1562499701976776,-0.0703125,-0.1132812350988388,0.9946960583997786
USA,France,humanitarian_v1,humanitarian,unjustified,-0.3281250298023224,0.6328125149011612,0.1523437425494194,0.9964915479973282
USA,France,humanitarian_v2,humanitarian,justified,0.2421874850988388,-0.7187500447034836,-0.2382812798023224,0.9941517108293672
USA,France,humanitarian_v2,humanitarian,unjustified,1.0781250149011612,-1.0859374850988388,-0.003906235098838806,0.9948469995850919
USA,France,humanitarian_v3,humanitarian,justified,-0.7109374701976776,0.4531249850988388,-0.1289062425494194,0.9955701972404862
USA,France,humanitarian_v3,humanitarian,unjustified,0.7734375298023224,-0.765625,0.003906264901161194,0.9947551328280918
USA,France,humanitarian_v4,humanitarian,justified,-0.7968749850988388,0.6093749850988388,-0.09375,0.994444923351547
USA,France,humanitarian_v4,humanitarian,unjustified,1.2031250074505806,-1.0781250298023224,0.062499988824129105,0.9949988835217654
USA,France,humanitarian_v5,humanitarian,justified,-0.8203124552965164,0.6093749850988388,-0.1054687350988388,0.9968846934347695
USA,France,humanitarian_v5,humanitarian,unjustified,0.5078124701976776,-0.109375,0.1992187350988388,0.9969966892257238
USA,France,nuclear_v1,nuclear,justified,-1.2968750596046448,1.4921875223517418,0.09765623137354851,0.9959915946925116
USA,France,nuclear_v1,nuclear,unjustified,0.171875,-0.3515625,-0.08984375,0.9949686166165665
USA,France,nuclear_v2,nuclear,justified,-0.4374999850988388,-0.0078125,-0.2226562425494194,0.9946351605290377
USA,France,nuclear_v2,nuclear,unjustified,0.4531249701976776,-0.3984375298023224,0.027343720197677612,0.9952422366253255
USA,France,nuclear_v3,nuclear,justified,-0.1328125,-0.15625,-0.14453125,0.9952010325746696
USA,France,nuclear_v3,nuclear,unjustified,-0.0078125,0.1171875,0.0546875,0.9955513827868476
USA,France,nuclear_v4,nuclear,justified,-0.2187500149011612,-0.2031250149011612,-0.2109375149011612,0.994663680795981
