country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Canada,justified,1.3765386902339256,0.22026335904695668,3.845356337032127e-08,13,1.5381425348128507e-07,True
Australia,justified,1.0867888599859326,0.13052625045287758,1.47671869652603e-09,13,2.362749914441648e-08,True
Indonesia,justified,0.036969355816798395,0.17745256220982772,0.6902205337306907,13,0.6902205337306907,False
USA,justified,-0.09418998977431589,0.1971231180116803,0.3674646523068008,13,0.3919622957939209,False
Japan,justified,-0.39497583846974393,0.16643756880838873,0.0005591862483590756,13,0.0006882292287496316,True
France,justified,-0.4225853229958168,0.16659258246909175,0.00032427757619342185,13,0.00043237010159122914,True
Venezuela,justified,-0.6724524577718456,0.14170665557113163,7.790586584687634e-07,13,2.028590537804825e-06,True
China,justified,-0.9160932970249344,0.20936330420553073,1.8319627001136898e-06,13,3.6639254002273796e-06,True
France,unjustified,0.7900160647276155,0.1685354419040328,8.875083602896111e-07,13,2.028590537804825e-06,True
USA,unjustified,0.7573035248993368,0.12804487726779587,7.102114586727969e-08,13,2.27267666775295e-07,True
Venezuela,unjustified,0.7547944059701709,0.1866141740961026,4.126296259379155e-06,13,7.3356377944518305e-06,True
China,unjustified,0.5163772226901444,0.1819205914454775,0.000123109123319802,13,0.00017906781573789383,True
Australia,unjustified,-0.3519835808815864,0.15509700113873545,0.0007954992768653854,13,0.0009091420307032976,True
Japan,unjustified,-0.587946839173471,0.17069995492552834,2.0413256443097632e-05,13,3.266121030895621e-05,True
Indonesia,unjustified,-0.9212086267144557,0.14310482154665777,2.760430671120364e-08,13,1.4722296912641942e-07,True
Canada,unjustified,-0.9573521715177546,0.14241217411928825,1.695344338932793e-08,13,1.3562754711462344e-07,True
