country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
United States,1.6962981570925777,0.3091441576488081,1.6228393108546246e-07,13,3.651388449422905e-07,True
Canada,1.5612127513580065,0.22954010497360186,1.4857045808303489e-08,13,6.68567061373657e-08,True
United Kingdom,1.332397902143401,0.36050959740279,1.0231504085698714e-05,13,1.3154790967326917e-05,True
Australia,1.2192163954028035,0.32283887279890505,8.251852186429597e-06,13,1.2377778279644397e-05,True
China,0.06323176386055383,0.26614085074417915,0.6497888064293362,13,0.6497888064293362,False
France,-0.10550200187887873,0.20128266723373833,0.3245280915682449,13,0.36509410301427553,False
Indonesia,-1.6199965212605567,0.4153210822494404,5.964070614506343e-06,13,1.0735327106111418e-05,True
Japan,-1.9424446632660926,0.15049284488403591,8.83854665220656e-12,13,7.954691986985905e-11,True
Venezuela,-2.204413783451815,0.39394642572429567,1.3087818426217697e-07,13,3.651388449422905e-07,True
