country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
Venezuela,2.1447428177331953,0.7664458526823944,0.00013965354539286978,13,0.00020948031808930466,True
China,0.8055848575105691,0.2772472605478578,9.990261477303545e-05,13,0.00020948031808930466,True
Canada,0.4462528563645709,0.4217926910540756,0.06029589360659963,13,0.06783288030742458,False
Japan,0.31442649652164406,0.19643415790042612,0.008574558089419534,13,0.011024431829253686,True
Australia,0.07329447668825272,0.09133690157913789,0.14174063051173894,13,0.14174063051173894,False
Indonesia,-0.6465261986569993,0.1617719273578632,4.661998738079742e-06,13,2.097899432135884e-05,True
France,-0.6922882326725944,0.22052141135848982,4.923321647189576e-05,13,0.0001476996494156873,True
United Kingdom,-1.0696767516901773,0.3804807750052738,0.00013402196349282533,13,0.00020948031808930466,True
United States,-1.3758103217984612,0.29692350113391064,1.0034221548554363e-06,13,9.030799393698926e-06,True
