country_1,country_2,scenario,scenario_type,diff_fwd,diff_rev,bias,compliance
United States,United Kingdom,airspace_v1,airspace,-2.5898437201976776,0.9179687313735485,-1.671874988824129,0.0006535697672521598
United States,United Kingdom,airspace_v2,airspace,-4.164062522351742,1.9062500149011612,-2.2578125074505806,0.0005061958192902927
United States,United Kingdom,airspace_v3,airspace,-1.2617187015712261,0.5039063431322575,-0.7578123584389687,0.0006793517994789928
United States,United Kingdom,airspace_v4,airspace,-4.144531222060323,1.2929688021540642,-2.8515624199062586,0.0006494883608300905
United States,United Kingdom,airspace_v5,airspace,-3.343749862164259,0.4648437835276127,-2.8789060786366463,0.00045512571377101106
United States,United Kingdom,maritime_v1,maritime,0.703125037252903,-1.8046874590218067,-1.1015624217689037,0.0004906591704501548
United States,United Kingdom,maritime_v2,maritime,-0.3476562164723873,-0.5351562164723873,-0.8828124329447746,0.00047579640634682615
United States,United Kingdom,maritime_v3,maritime,1.2343749701976776,-1.570312436670065,-0.3359374664723873,0.0005852293516559207
United States,United Kingdom,maritime_v4,maritime,-1.4179686717689037,-1.0976562164723873,-2.515624888241291,0.00031485603057980266
United States,United Kingdom,maritime_v5,maritime,-0.4101562015712261,-0.7773437164723873,-1.1874999180436134,0.0003484713239349037
United States,United Kingdom,strike_v1,strike,0.5117187760770321,-0.8320311866700649,-0.32031241059303284,0.0006763050590968094
United States,United Kingdom,strike_v2,strike,-0.5507812164723873,-0.8945312164723873,-1.4453124329447746,0.0006816314999524415
United States,United Kingdom,strike_v3,strike,0.1835937537252903,-0.4335936866700649,-0.24999993294477463,0.0005539806673497746
United States,United Kingdom,strike_v4,strike,-0.3632812164723873,-0.2617186941206455,-0.6249999105930328,0.0007724421103304866
United States,United Kingdom,strike_v5,strike,0.3867187611758709,-0.5585937313735485,-0.1718749701976776,0.0006584721497179998
United States,United Kingdom,proxy_v1,proxy,-1.1953124962747097,-0.8124999366700649,-2.0078124329447746,0.0004592547798531035
United States,United Kingdom,proxy_v2,proxy,-1.9687499068677425,0.19921879097819328,-1.7695311158895493,0.0004962578303396339
United States,United Kingdom,proxy_v3,proxy,-1.3632811717689037,-0.36328117921948433,-1.726562350988388,0.0005064626612931407
United States,United Kingdom,proxy_v4,proxy,-0.3476561941206455,-0.09374993667006493,-0.44140613079071045,0.0006828069711752585
United States,United Kingdom,proxy_v5,proxy,-1.4882812164723873,0.05078130587935448,-1.4374999105930328,0.00045446709490148127
United States,United Kingdom,cyber_v1,cyber,-2.863281223922968,0.2500000633299351,-2.613281160593033,0.0005797755157495692
United States,United Kingdom,cyber_v2,cyber,-2.2343749590218067,-0.3164061866700649,-2.5507811456918716,0.0007617057980820105
United States,United Kingdom,cyber_v3,cyber,-2.976562414318323,-1.0429687313735485,-4.019531145691872,0.0006576674714986646
United States,United Kingdom,cyber_v4,cyber,-1.4257812015712261,-0.7773437239229679,-2.203124925494194,0.0007807891443765902
United States,United Kingdom,cyber_v5,cyber,-2.2734374590218067,-0.6835937164723873,-2.957031175494194,0.0007924474285095352
United States,United Kingdom,trade_v1,trade,-2.4335936792194843,1.5546875949949026,-0.8789060842245817,0.00041889530577983485
United States,United Kingdom,trade_v2,trade,-2.285156238824129,1.2773437686264515,-1.0078124701976776,0.00040623214910684864
United States,United Kingdom,trade_v3,trade,-2.945312462747097,-0.3476562313735485,-3.2929686941206455,0.0003816429438555699
United States,United Kingdom,trade_v4,trade,-3.2265623919665813,0.6757813282310963,-2.550781063735485,0.00041861532063304166
United States,United Kingdom,trade_v5,trade,-0.9570312313735485,0.1679687760770321,-0.7890624552965164,0.0005465111226281915
United States,United Kingdom,border_v1,border,-1.5312499664723873,0.503906287252903,-1.0273436792194843,0.0002765439577981562
United States,United Kingdom,border_v2,border,-0.011718746274709702,0.13281254842877388,0.12109380215406418,0.0002241523794728051
United States,United Kingdom,border_v3,border,-1.5976562015712261,1.7617188766598701,0.16406267508864403,0.00023974147456720093
United States,United Kingdom,border_v4,border,-1.3867187015712261,-0.5585937015712261,-1.9453124031424522,0.0004475834635915765
United States,United Kingdom,border_v5,border,-1.4960937090218067,0.8671875223517418,-0.6289061866700649,0.0002565436829912481
United States,United Kingdom,espionage_v1,espionage,-2.4140624441206455,-0.4960937164723873,-2.910156160593033,0.0006673560912623149
United States,United Kingdom,espionage_v2,espionage,-0.7460936866700649,-0.9335937164723873,-1.6796874031424522,0.0008263304582913233
United States,United Kingdom,espionage_v3,espionage,-3.9921874441206455,0.7460937649011612,-3.2460936792194843,0.0006877180432131982
United States,United Kingdom,espionage_v4,espionage,-2.2304686941206455,-0.4179687015712261,-2.6484373956918716,0.0004469273710158347
United States,United Kingdom,espionage_v5,espionage,-3.546875052154064,0.9882813282310963,-2.558593723922968,0.0004951890035851035
United States,United Kingdom,humanitarian_v1,humanitarian,-1.3906249813735485,0.21484379097819328,-1.1757811903953552,0.00037095733771169595
United States,United Kingdom,humanitarian_v2,humanitarian,-0.16015619412064552,-0.8476561866700649,-1.0078123807907104,0.0005239012466329173
United States,United Kingdom,humanitarian_v3,humanitarian,1.6132813543081284,-1.453124936670065,0.16015641763806343,0.00033972767592502554
United States,United Kingdom,humanitarian_v4,humanitarian,-0.8867186717689037,0.5000000447034836,-0.38671862706542015,0.0005612919565782647
United States,United Kingdom,humanitarian_v5,humanitarian,-0.3632812313735485,-0.22265617921948433,-0.5859374105930328,0.000695441447419102
United States,United Kingdom,nuclear_v1,nuclear,0.5585937835276127,0.7265625409781933,1.285156324505806,0.000583759288279871
United States,United Kingdom,nuclear_v2,nuclear,-0.5195312164723873,-0.16015619412064552,-0.6796874105930328,0.0004225271651280782
United States,United Kingdom,nuclear_v3,nuclear,-1.1054687015712261,0.8750000037252903,-0.23046869784593582,0.0004752386697607999
United States,United Kingdom,nuclear_v4,nuclear,-1.3398437164723873,0.9492188394069672,-0.39062487706542015,0.00048017943447999534
United States,United Kingdom,nuclear_v5,nuclear,-1.5937499664723873,0.24609382078051567,-1.3476561456918716,0.0005044888042443919
United States,United Kingdom,sovereignty_v1,sovereignty,-1.6406249515712261,0.769531324505806,-0.8710936270654202,0.0003939070997744666
United States,United Kingdom,sovereignty_v2,sovereignty,-0.30078117176890373,-1.1679687164723873,-1.468749888241291,0.00047227343679630545
United States,United Kingdom,tech_war_v1,tech_war,-0.9257811866700649,0.01171879842877388,-0.914062388241291,0.0006860677620718429
United States,United Kingdom,tech_war_v2,tech_war,-1.3320311717689037,-0.8164062462747097,-2.1484374180436134,0.0004824986341457545
United States,United Kingdom,internal_affairs_v1,internal_affairs,-1.7499999441206455,-0.3398437090218067,-2.0898436531424522,0.00036625182545729036
United States,United Kingdom,internal_affairs_v2,internal_affairs,-1.464843686670065,-0.7148436866700649,-2.17968737334013,0.0004148528517684898
United States,United Kingdom,airspace_def_v1,airspace,1.1250000707805157,-1.867187436670065,-0.7421873658895493,0.0007260616093587786
United States,United Kingdom,airspace_def_v2,airspace,0.8164063729345798,-1.378906186670065,-0.5624998137354851,0.0006913269311101878
United States,United Kingdom,maritime_def_v1,maritime,-0.4726562164723873,-2.179687451571226,-2.6523436680436134,0.00041318873848508866
United States,United Kingdom,maritime_def_v2,maritime,0.08984378352761269,-2.2187499664723873,-2.1289061829447746,0.0004641261338428208
United States,United Kingdom,strike_def_v1,strike,0.21484380587935448,-1.6914062164723873,-1.4765624105930328,0.00044888251732424405
United States,United Kingdom,strike_def_v2,strike,0.3125000409781933,-1.6757812015712261,-1.3632811605930328,0.0005067850478444215
United States,United Kingdom,proxy_def_v1,proxy,-0.6328124515712261,-0.5585936866700649,-1.191406138241291,0.0005093584214654257
United States,United Kingdom,proxy_def_v2,proxy,0.02343754842877388,-1.4570312015712261,-1.4335936531424522,0.0004747798182780362
United States,United Kingdom,cyber_def_v1,cyber,0.6679687649011612,-1.6054687090218067,-0.9374999441206455,0.0008027548004466685
United States,United Kingdom,cyber_def_v2,cyber,-0.8789062313735485,-2.7265623919665813,-3.60546862334013,0.0006664119150445719
United States,United Kingdom,trade_def_v1,trade,1.4257812984287739,-2.085937436670065,-0.660156138241291,0.0005863851754032486
United States,United Kingdom,trade_def_v2,trade,0.22265633568167686,-2.5546874590218067,-2.33203112334013,0.0005329281742638234
United States,United Kingdom,border_def_v1,border,0.1640625335276127,-2.5859375037252903,-2.4218749701976776,0.00025131110784635874
United States,United Kingdom,border_def_v2,border,1.093750026077032,-1.515624936670065,-0.42187491059303284,0.00035821679275412554
United States,United Kingdom,espionage_def_v1,espionage,-0.8476562015712261,-1.5429686717689037,-2.39062487334013,0.0006367470902782103
United States,United Kingdom,espionage_def_v2,espionage,0.26171886548399925,-2.8281250037252903,-2.566406138241291,0.0008432074064260331
United States,United Kingdom,humanitarian_def_v1,humanitarian,-0.6523437015712261,-1.3007812015712261,-1.9531249031424522,0.0003806306979676075
United States,United Kingdom,humanitarian_def_v2,humanitarian,-1.144531186670065,0.1445312686264515,-0.9999999180436134,0.0005451922476525964
United States,United Kingdom,nuclear_def_v1,nuclear,0.2929687947034836,-0.9570312015712261,-0.6640624068677425,0.0005029894257918273
United States,United Kingdom,nuclear_def_v2,nuclear,0.3789063058793545,-1.1210937015712261,-0.7421873956918716,0.000491251277855044
United States,United Kingdom,sovereignty_def_v1,sovereignty,-0.30468742176890373,-0.9960936866700649,-1.3007811084389687,0.0004031122958246856
United States,United Kingdom,tech_war_def_v1,tech_war,0.5039063207805157,-2.3046874441206455,-1.8007811233401299,0.0006482541778864007
United States,United Kingdom,internal_affairs_def_v1,internal_affairs,-0.4570312313735485,-0.9335937015712261,-1.3906249329447746,0.0005655350846671812
United States,France,airspace_v1,airspace,0.21939181024208665,1.8448656687396578,2.0642574789817445,0.000581480529132375
United States,France,airspace_v2,airspace,-0.48049417446600273,1.564287772460375,1.0837935979943722,0.0006321180096944339
United States,France,airspace_v3,airspace,0.7268059983034618,2.0406112084165215,2.7674172067199834,0.0006948116346468618
United States,France,airspace_v4,airspace,0.15242764685535803,1.4117778274812736,1.5642054743366316,0.0006894767816649635
United States,France,airspace_v5,airspace,-0.3855778861907311,1.357379024673719,0.9718011384829879,0.0005898170086260173
United States,France,maritime_v1,maritime,1.278885905572679,0.20083277154481038,1.4797186771174893,0.0007113324820636524
United States,France,maritime_v2,maritime,1.4585696167487185,1.4238065412791912,2.8823761580279097,0.0006450533412904688
United States,France,maritime_v3,maritime,1.9864620730659226,-0.22496149039943703,1.7615005826664856,0.0008722430926166425
United States,France,maritime_v4,maritime,0.13452831460745074,1.1545830850373022,1.289111399644753,0.000717108397605756
United States,France,maritime_v5,maritime,1.0759667539969087,0.7093094893643865,1.7852762433612952,0.0006542598798300226
United States,France,strike_v1,strike,2.6685160329798236,-0.29230387281859294,2.3762121601612307,0.0007135076180140045
United States,France,strike_v2,strike,1.8506395234144293,0.4827609734493308,2.33340049686376,0.0010379176218753032
United States,France,strike_v3,strike,1.870806903403718,0.5310910463449545,2.4018979497486725,0.0006706512831399108
United States,France,strike_v4,strike,2.131516670633573,0.43017426470760256,2.5616909353411756,0.0008626511514992872
United States,France,strike_v5,strike,2.727288878406398,0.9024291765526868,3.629718054959085,0.0007944336238228003
United States,France,proxy_v1,proxy,0.33184436295414343,1.920621361990925,2.2524657249450684,0.0004048454820526263
United States,France,proxy_v2,proxy,0.7966231932514347,2.140572584758047,2.9371957780094817,0.0006355780946760598
United States,France,proxy_v3,proxy,1.1347771499422379,0.7964203195879236,1.9311974695301615,0.0006450009502717423
United States,France,proxy_v4,proxy,1.0836137277656235,1.995534326066263,3.0791480538318865,0.000729557324433324
United States,France,proxy_v5,proxy,1.347967044042889,1.9975500408618245,3.3455170849047136,0.0007715495540136084
United States,France,cyber_v1,cyber,-0.125003244203981,2.1301649261731654,2.0051616819691844,0.000794700080096333
United States,France,cyber_v2,cyber,0.8209701047744602,0.8199719620752148,1.640942066849675,0.0008534653520420305
United States,France,cyber_v3,cyber,0.33571452560136095,1.5437190055963583,1.8794335311977193,0.0008471793037838312
United States,France,cyber_v4,cyber,1.1846015168121085,1.5351118910475634,2.719713407859672,0.0007690272212119368
United States,France,cyber_v5,cyber,0.02982483321102336,1.7046527892234735,1.7344776224344969,0.0009227663620111384
United States,France,trade_v1,trade,-0.9541347907506861,2.76341376019991,1.809278969449224,0.0007419609384988336
United States,France,trade_v2,trade,-0.32770233642077073,2.27911246905569,1.9514101326349191,0.0008316165383209185
United States,France,trade_v3,trade,-0.6282397817121819,1.9236509393085726,1.2954111575963907,0.0007982836191292621
United States,France,trade_v4,trade,-0.6639110420946963,1.5207981134299189,0.8568870713352226,0.0007653596987999019
United States,France,trade_v5,trade,1.372124772053212,1.153666103084106,2.525790875137318,0.0008409229393869273
United States,France,border_v1,border,0.7864534061518498,1.3804622016032226,2.1669156077550724,0.0004614460876612821
United States,France,border_v2,border,0.9470700797683094,0.8185807022673544,1.7656507820356637,0.00047208205450237123
United States,France,border_v3,border,-0.08426685852464288,1.9631658060243353,1.8788989474996924,0.0006670967499629759
United States,France,border_v4,border,1.4237940210150555,-0.05355502915335819,1.3702389918616973,0.0007695426474959098
United States,France,border_v5,border,0.9732270431122743,1.153686468489468,2.1269135116017424,0.0006502434852263608
United States,France,espionage_v1,espionage,0.030162282462697476,1.1582190612098202,1.1883813436725177,0.000799895182043764
United States,France,espionage_v2,espionage,1.4937577520613559,0.7875268223579042,2.28128457441926,0.0010852478643364437
United States,France,espionage_v3,espionage,-1.3174632319132797,1.031895863590762,-0.2855673683225177,0.0006726141599163564
United States,France,espionage_v4,espionage,0.5003894776455127,1.2403250925854081,1.7407145702309208,0.0007709224766605046
United States,France,espionage_v5,espionage,-1.115559505589772,1.958953745517647,0.8433942399278749,0.0006875251831905895
United States,France,humanitarian_v1,humanitarian,-0.43704838363919407,1.458664915699046,1.021616532059852,0.0007438066759790628
United States,France,humanitarian_v2,humanitarian,0.9224932317156345,0.32562492531724274,1.2481181570328772,0.0007861864383148712
United States,France,humanitarian_v3,humanitarian,1.6023378905374557,-0.33582429523812607,1.2665135952993296,0.0005982070387731177
United States,France,humanitarian_v4,humanitarian,0.6787749640352558,0.9068510475626681,1.585626011597924,0.0006872830689583482
United States,France,humanitarian_v5,humanitarian,1.0136524841946084,0.40383101445331704,1.4174834986479254,0.0008985286907559212
United States,France,nuclear_v1,nuclear,1.4655767228105105,2.181526923959609,3.6471036467701197,0.0007267083812443802
