country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
China,justified,0.138710182157215,0.03394739313614343,3.7186395903301625e-06,13,1.9832744481760866e-05,True
Canada,justified,0.13636769916548397,0.03671794872412464,9.74825740510205e-06,13,3.451714515422407e-05,True
Japan,justified,0.10733519748052117,0.05603374612253293,0.0027484834139352506,13,0.004011084692225459,True
Indonesia,justified,0.10217507405490199,0.03467086015448487,8.795728876032523e-05,13,0.00023455277002753396,True
France,justified,0.05135603462629047,0.03786909636016434,0.02086657951308671,13,0.027822106017448948,True
Australia,justified,0.03539093064114038,0.03834075826623565,0.09552241938758414,13,0.11756605463087279,False
USA,justified,-0.27932440893639765,0.05150710339355631,1.8452913221776786e-07,13,1.4762330577421428e-06,True
Venezuela,justified,-0.29201070918915534,0.04672923477974732,3.8489252140349954e-08,13,6.158280342455993e-07,True
Indonesia,unjustified,0.10711207595219603,0.044837413572887216,0.0005302207378012891,13,0.0010604414756025782,True
France,unjustified,0.07780687814292828,0.03435832509278137,0.0008088856144619314,13,0.0014380188701545447,True
Venezuela,unjustified,0.05674665708782971,0.029638651291718922,0.002757620725905003,13,0.004011084692225459,True
China,unjustified,0.027788373212315916,0.06481906234597236,0.4171875466140619,13,0.4171875466140619,False
Japan,unjustified,0.02309224321806637,0.03153557469216687,0.17676968729254142,13,0.18855433311204417,False
Australia,unjustified,-0.030152739474500177,0.036491066410255416,0.13129235824321067,13,0.15004840942081218,False
USA,unjustified,-0.11364345747269868,0.04157799536029128,0.00017159180272174413,13,0.000392209834792558,True
Canada,unjustified,-0.14875003066613746,0.04046267831980264,1.0786607860695021e-05,13,3.451714515422407e-05,True
