country_1,country_2,scenario,scenario_type,question,diff_fwd,diff_rev,bias,compliance
Terluna,Voskara,airspace_v1,airspace,justified,-2.562500014901161,2.9765624348074198,0.2070312099531293,0.9997310554663476
Terluna,Voskara,airspace_v1,airspace,unjustified,-2.1640625,1.6718749478459358,-0.2460937760770321,0.9996616489410106
Terluna,Voskara,airspace_v2,airspace,justified,-3.3437500651925802,3.0390624487772584,-0.1523438082076609,0.9997549754431383
Terluna,Voskara,airspace_v2,airspace,unjustified,-1.9687499459832907,1.1874999515712261,-0.3906249972060323,0.9996077010099463
Terluna,Voskara,airspace_v3,airspace,justified,-2.046875085681677,2.9765625,0.46484370715916157,0.9997838372720473
Terluna,Voskara,airspace_v3,airspace,unjustified,-2.9531249618157744,1.4921874925494194,-0.7304687346331775,0.9996385268934401
Terluna,Voskara,airspace_v4,airspace,justified,-3.0312500474974513,3.640624941326678,0.30468744691461325,0.9997698205886668
Terluna,Voskara,airspace_v4,airspace,unjustified,0.28125,-0.0234375,0.12890625,0.9994029328182251
Terluna,Voskara,airspace_v5,airspace,justified,-2.5468750316649675,3.187500035390258,0.32031250186264515,0.9997883548794363
Terluna,Voskara,airspace_v5,airspace,unjustified,2.023437425494194,-2.609374975785613,-0.2929687751457095,0.9996630872290032
Terluna,Voskara,maritime_v1,maritime,justified,-0.7890625074505806,0.7109375074505806,-0.0390625,0.9998056599299038
Terluna,Voskara,maritime_v1,maritime,unjustified,1.8906249161809683,-1.5156249850988388,0.18749996554106474,0.9996879941304488
Terluna,Voskara,maritime_v2,maritime,justified,1.1562499552965164,-0.1874999925494194,0.4843749813735485,0.9997672413863045
Terluna,Voskara,maritime_v2,maritime,unjustified,1.2187499776482582,-1.1562499776482582,0.03125,0.9995772491246114
Terluna,Voskara,maritime_v3,maritime,justified,3.1562500139698386,-2.2656249180436134,0.4453125479631126,0.9997922506337572
Terluna,Voskara,maritime_v3,maritime,unjustified,-2.2656249832361937,0.9453125223517418,-0.6601562304422259,0.9997348843769029
Terluna,Voskara,maritime_v4,maritime,justified,-0.7734375223517418,1.1250000298023224,0.1757812537252903,0.9997431103733032
Terluna,Voskara,maritime_v4,maritime,unjustified,1.3203125447034836,-1.2812499701976776,0.019531287252902985,0.9991793285937075
Terluna,Voskara,maritime_v5,maritime,justified,-1.421874988824129,2.5937500465661287,0.5859375288709998,0.9997839578248323
Terluna,Voskara,maritime_v5,maritime,unjustified,2.3749999795109034,-3.132812592200935,-0.37890630634501576,0.9995347655240515
Terluna,Voskara,strike_v1,strike,justified,3.554687513038516,-2.4296874813735485,0.5625000158324838,0.9997799548194273
Terluna,Voskara,strike_v1,strike,unjustified,3.125000048428774,-3.828125087544322,-0.35156251955777407,0.9997916920409035
Terluna,Voskara,strike_v2,strike,justified,1.4921874701976776,-0.6718749850988388,0.4101562425494194,0.9998039456616628
Terluna,Voskara,strike_v2,strike,unjustified,4.710937367286533,-4.601562595926225,0.054687385680153966,0.9997167265300937
Terluna,Voskara,strike_v3,strike,justified,2.570312537252903,-1.5703125223517418,0.5000000074505806,0.9997384667136112
Terluna,Voskara,strike_v3,strike,unjustified,2.742187526077032,-2.7734375949949026,-0.01562503445893526,0.999773087751105
Terluna,Voskara,strike_v4,strike,justified,1.2499999850988388,-0.4609374701976776,0.3945312574505806,0.9998544398530891
Terluna,Voskara,strike_v4,strike,unjustified,3.4687500512227416,-3.5546875055879354,-0.04296872718259692,0.9997542621848972
Terluna,Voskara,strike_v5,strike,justified,-0.07812497019767761,0.7499999925494194,0.3359375111758709,0.9997135640406534
Terluna,Voskara,strike_v5,strike,unjustified,3.9062499520368874,-4.148437594529241,-0.12109382124617696,0.9996811465381985
Terluna,Voskara,proxy_v1,proxy,justified,0.9296874850988388,-0.5078124850988388,0.2109375,0.9996704513981136
Terluna,Voskara,proxy_v1,proxy,unjustified,-2.718750129919499,3.0625000786967576,0.1718749743886292,0.9996212472419328
Terluna,Voskara,proxy_v2,proxy,justified,0.7109374776482582,0.5781249701976776,0.6445312239229679,0.9997553886403007
Terluna,Voskara,proxy_v2,proxy,unjustified,-1.8671874599531293,1.0468750447034836,-0.41015620762482285,0.9996257747371046
Terluna,Voskara,proxy_v3,proxy,justified,1.8046874329447746,-1.0937500447034836,0.3554686941206455,0.9997246947972513
Terluna,Voskara,proxy_v3,proxy,unjustified,-2.8671873859129846,2.250000072643161,-0.3085936566349119,0.9996047954596484
Terluna,Voskara,proxy_v4,proxy,justified,-0.6171875,1.7734375409781933,0.5781250204890966,0.9997657870090353
Terluna,Voskara,proxy_v4,proxy,unjustified,0.10156247764825821,-0.6953124850988388,-0.2968750037252903,0.9995767775365597
Terluna,Voskara,proxy_v5,proxy,justified,-1.3046875335276127,2.132812488824129,0.4140624776482582,0.999654907662054
Terluna,Voskara,proxy_v5,proxy,unjustified,2.820312585681677,-3.2890625838190317,-0.23437499906867743,0.9995819106189366
Terluna,Voskara,cyber_v1,cyber,justified,-2.054687511175871,3.1875000642612576,0.5664062765426934,0.9996565924429066
Terluna,Voskara,cyber_v1,cyber,unjustified,0.9296875223517418,-1.5312500596046448,-0.3007812686264515,0.9995875161333362
Terluna,Voskara,cyber_v2,cyber,justified,0.3203125,1.0859375521540642,0.7031250260770321,0.9997435550615424
Terluna,Voskara,cyber_v2,cyber,unjustified,-2.7499999962747097,0.4453124925494194,-1.1523437518626451,0.9996524838244873
Terluna,Voskara,cyber_v3,cyber,justified,-1.4921874403953552,2.9062499944120646,0.7070312770083547,0.999696846192063
Terluna,Voskara,cyber_v3,cyber,unjustified,2.523437477648258,-2.882812539115548,-0.17968753073364496,0.999708343694585
Terluna,Voskara,cyber_v4,cyber,justified,-1.4296875149011612,3.414062506519258,0.9921874958090484,0.9997638453318434
Terluna,Voskara,cyber_v4,cyber,unjustified,-0.10156247764825821,-2.1718749720603228,-1.1367187248542905,0.9997080566535569
Terluna,Voskara,cyber_v5,cyber,justified,-0.7343749776482582,1.5156250409781933,0.39062503166496754,0.9996357171113306
Terluna,Voskara,cyber_v5,cyber,unjustified,1.5078125,-1.820312526077032,-0.15625001303851604,0.9993982979788445
Terluna,Voskara,trade_v1,trade,justified,-0.2421875149011612,0.7968749925494194,0.2773437388241291,0.9996248043885547
Terluna,Voskara,trade_v1,trade,unjustified,0.1250000298023224,-0.59375,-0.2343749850988388,0.9994657800812459
Terluna,Voskara,trade_v2,trade,justified,1.6953124925494194,-1.1562500149011612,0.2695312388241291,0.9996738485903077
Terluna,Voskara,trade_v2,trade,unjustified,0.7500000149011612,-0.7890625298023224,-0.019531257450580597,0.9995271020071156
Terluna,Voskara,trade_v3,trade,justified,1.5703125223517418,-0.4609375298023224,0.5546874962747097,0.999749738691405
Terluna,Voskara,trade_v3,trade,unjustified,-3.124999911058694,1.9453124962747097,-0.5898437073919922,0.999588149067856
Terluna,Voskara,trade_v4,trade,justified,0.9921875447034836,0.2812500149011612,0.6367187798023224,0.9997565396979166
Terluna,Voskara,trade_v4,trade,unjustified,1.3671874925494194,-2.2031249925494194,-0.41796875,0.999518846206661
Terluna,Voskara,trade_v5,trade,justified,0.5703125,0.8437499776482582,0.7070312388241291,0.9997788059248024
Terluna,Voskara,trade_v5,trade,unjustified,-1.8359374534338713,-0.1640625,-0.9999999767169356,0.9995965224560248
Terluna,Voskara,border_v1,border,justified,-2.0312500409781933,2.7421874348074198,0.35546869691461325,0.9995807567101371
Terluna,Voskara,border_v1,border,unjustified,2.2265624590218067,-2.0078124590218067,0.109375,0.9987868074456043
Terluna,Voskara,border_v2,border,justified,-1.7499999832361937,2.304687485098839,0.2773437509313226,0.9997389188666007
Terluna,Voskara,border_v2,border,unjustified,2.273437511175871,-2.8828124767169356,-0.30468748277053237,0.9996228022935241
Terluna,Voskara,border_v3,border,justified,-0.6015625,1.2265624850988388,0.3124999925494194,0.9997743423386884
Terluna,Voskara,border_v3,border,unjustified,3.3437500717118382,-3.992187449708581,-0.32421868899837136,0.9997372226690573
Terluna,Voskara,border_v4,border,justified,-0.609375,0.5546874850988388,-0.027343757450580597,0.9997383265933175
Terluna,Voskara,border_v4,border,unjustified,1.7265624403953552,-0.9687499925494194,0.3789062239229679,0.9994889498714039
Terluna,Voskara,border_v5,border,justified,1.4843749776482582,-1.0937500074505806,0.1953124850988388,0.9997704887400642
Terluna,Voskara,border_v5,border,unjustified,2.835937552154064,-3.210937585681677,-0.18750001676380634,0.9997242198796796
Terluna,Voskara,espionage_v1,espionage,justified,-3.304687485098839,3.5624999050050974,0.1289062099531293,0.9997653868705079
Terluna,Voskara,espionage_v1,espionage,unjustified,0.9921874925494194,-2.2812499720603228,-0.6445312397554517,0.999599606598959
Terluna,Voskara,espionage_v2,espionage,justified,-2.5546874962747097,3.312499964609742,0.37890623416751623,0.9996658227093853
Terluna,Voskara,espionage_v2,espionage,unjustified,0.7656249925494194,-1.3281250484287739,-0.28125002793967724,0.9992225651923132
Terluna,Voskara,espionage_v3,espionage,justified,-3.85937496740371,3.812499988824129,-0.023437489289790392,0.9998770222754219
Terluna,Voskara,espionage_v3,espionage,unjustified,4.273437461815774,-4.132812592200935,0.07031243480741978,0.9997944490932205
Terluna,Voskara,espionage_v4,espionage,justified,-3.1249999729916453,3.210937488824129,0.042968757916241884,0.9997328267931389
Terluna,Voskara,espionage_v4,espionage,unjustified,3.7578124813735485,-4.226562401745468,-0.23437496018595994,0.9996797430261792
Terluna,Voskara,espionage_v5,espionage,justified,-4.812500081025064,4.796874814666808,-0.00781263317912817,0.999877292646196
